,variable,value,trial
929,m10_p2_g1,9,29
930,m10_p2_g1,9,30
931,m10_p2_g1,9,31
932,m10_p2_g1,9,32
933,m10_p2_g1,9,33
934,m10_p2_g1,10,34
935,m10_p2_g1,10,35
936,m10_p2_g1,10,36
937,m10_p2_g1,11,37
938,m10_p2_g1,11,38
939,m10_p2_g1,12,39
940,m10_p2_g1,12,40
941,m10_p2_g1,12,41
942,m10_p2_g1,12,42
943,m10_p2_g1,12,43
944,m10_p2_g1,13,44
945,m10_p2_g1,14,45
946,m10_p2_g1,15,46
947,m10_p2_g1,15,47
948,m10_p2_g1,15,48
949,m10_p2_g1,16,49
950,m10_p2_g1,16,50
951,m10_p2_g1,17,51
952,m10_p2_g1,17,52
953,m10_p2_g1,17,53
954,m10_p2_g1,17,54
955,m10_p2_g1,18,55
956,m10_p2_g1,18,56
957,m10_p2_g1,18,57
958,m10_p2_g1,19,58
959,m10_p2_g1,19,59
960,m10_p2_g1,19,60
961,m10_p2_g1,19,61
962,m10_p2_g1,19,62
963,m10_p2_g1,20,63
964,m10_p2_g1,20,64
965,m10_p2_g1,20,65
966,m10_p2_g1,20,66
967,m10_p2_g1,20,67
968,m10_p2_g1,21,68
969,m10_p2_g1,22,69
970,m10_p2_g1,22,70
971,m10_p2_g1,22,71
972,m10_p2_g1,22,72
973,m10_p2_g1,22,73
974,m10_p2_g1,22,74
975,m10_p2_g1,22,75
976,m10_p2_g1,22,76
977,m10_p2_g1,23,77
978,m10_p2_g1,24,78
979,m10_p2_g1,24,79
980,m10_p2_g1,24,80
981,m10_p2_g1,24,81
982,m10_p2_g1,25,82
983,m10_p2_g1,26,83
984,m10_p2_g1,26,84
985,m10_p2_g1,26,85
986,m10_p2_g1,26,86
987,m10_p2_g1,27,87
988,m10_p2_g1,27,88
989,m10_p2_g1,27,89
990,m10_p2_g1,27,90
991,m10_p2_g1,27,91
992,m10_p2_g1,27,92
993,m10_p2_g1,28,93
994,m10_p2_g1,28,94
995,m10_p2_g1,28,95
996,m10_p2_g1,28,96
997,m10_p2_g1,28,97
998,m10_p2_g1,28,98
999,m10_p2_g1,29,99
1000,m11_p1_g1,0,0
1001,m11_p1_g1,0,1
1002,m11_p1_g1,0,2
1003,m11_p1_g1,1,3
1004,m11_p1_g1,1,4
1005,m11_p1_g1,1,5
1006,m11_p1_g1,2,6
1007,m11_p1_g1,2,7
1008,m11_p1_g1,3,8
1009,m11_p1_g1,4,9
1010,m11_p1_g1,5,10
1011,m11_p1_g1,6,11
1012,m11_p1_g1,7,12
1013,m11_p1_g1,8,13
1014,m11_p1_g1,9,14
1015,m11_p1_g1,10,15
1016,m11_p1_g1,11,16
1017,m11_p1_g1,12,17
1018,m11_p1_g1,13,18
1019,m11_p1_g1,14,19
1020,m11_p1_g1,15,20
1021,m11_p1_g1,16,21
1022,m11_p1_g1,17,22
1023,m11_p1_g1,18,23
1024,m11_p1_g1,19,24
1025,m11_p1_g1,20,25
1026,m11_p1_g1,20,26
1027,m11_p1_g1,20,27
1028,m11_p1_g1,20,28
1029,m11_p1_g1,20,29
1030,m11_p1_g1,20,30
1031,m11_p1_g1,20,31
1032,m11_p1_g1,20,32
1033,m11_p1_g1,20,33
1034,m11_p1_g1,20,34
1035,m11_p1_g1,20,35
1036,m11_p1_g1,20,36
1037,m11_p1_g1,20,37
1038,m11_p1_g1,20,38
1039,m11_p1_g1,20,39
1040,m11_p1_g1,20,40
1041,m11_p1_g1,20,41
1042,m11_p1_g1,20,42
1043,m11_p1_g1,20,43
1044,m11_p1_g1,20,44
1045,m11_p1_g1,20,45
1046,m11_p1_g1,20,46
1047,m11_p1_g1,20,47
1048,m11_p1_g1,20,48
1049,m11_p1_g1,20,49
1050,m11_p1_g1,20,50
1051,m11_p1_g1,20,51
1052,m11_p1_g1,20,52
1053,m11_p1_g1,20,53
1054,m11_p1_g1,20,54
1055,m11_p1_g1,20,55
1056,m11_p1_g1,20,56
1057,m11_p1_g1,20,57
1058,m11_p1_g1,20,58
1059,m11_p1_g1,20,59
1060,m11_p1_g1,20,60
1061,m11_p1_g1,20,61
1062,m11_p1_g1,20,62
1063,m11_p1_g1,20,63
1064,m11_p1_g1,20,64
1065,m11_p1_g1,20,65
1066,m11_p1_g1,20,66
1067,m11_p1_g1,20,67
1068,m11_p1_g1,20,68
1069,m11_p1_g1,20,69
1070,m11_p1_g1,20,70
1071,m11_p1_g1,20,71
1072,m11_p1_g1,20,72
1073,m11_p1_g1,20,73
1074,m11_p1_g1,20,74
1075,m11_p1_g1,20,75
1076,m11_p1_g1,20,76
1077,m11_p1_g1,20,77
1078,m11_p1_g1,20,78
1079,m11_p1_g1,20,79
1080,m11_p1_g1,20,80
1081,m11_p1_g1,20,81
1082,m11_p1_g1,20,82
1083,m11_p1_g1,20,83
1084,m11_p1_g1,20,84
1085,m11_p1_g1,20,85
1086,m11_p1_g1,20,86
1087,m11_p1_g1,20,87
1088,m11_p1_g1,20,88
1089,m11_p1_g1,20,89
1090,m11_p1_g1,20,90
1091,m11_p1_g1,20,91
1092,m11_p1_g1,20,92
1093,m11_p1_g1,20,93
1094,m11_p1_g1,20,94
1095,m11_p1_g1,20,95
1096,m11_p1_g1,20,96
1097,m11_p1_g1,20,97
1098,m11_p1_g1,20,98
1099,m11_p1_g1,20,99
1100,m11_p2_g1,0,0
1101,m11_p2_g1,0,1
1102,m11_p2_g1,0,2
1103,m11_p2_g1,0,3
1104,m11_p2_g1,0,4
1105,m11_p2_g1,0,5
1106,m11_p2_g1,1,6
1107,m11_p2_g1,1,7
1108,m11_p2_g1,1,8
1109,m11_p2_g1,1,9
1110,m11_p2_g1,1,10
1111,m11_p2_g1,1,11
1112,m11_p2_g1,1,12
1113,m11_p2_g1,1,13
1114,m11_p2_g1,1,14
1115,m11_p2_g1,1,15
1116,m11_p2_g1,1,16
1117,m11_p2_g1,1,17
1118,m11_p2_g1,1,18
1119,m11_p2_g1,1,19
1120,m11_p2_g1,1,20
1121,m11_p2_g1,1,21
1122,m11_p2_g1,1,22
1123,m11_p2_g1,1,23
1124,m11_p2_g1,1,24
1125,m11_p2_g1,1,25
1126,m11_p2_g1,1,26
1127,m11_p2_g1,1,27
1128,m11_p2_g1,1,28
1129,m11_p2_g1,1,29
1130,m11_p2_g1,1,30
1131,m11_p2_g1,1,31
1132,m11_p2_g1,1,32
1133,m11_p2_g1,1,33
1134,m11_p2_g1,1,34
1135,m11_p2_g1,1,35
1136,m11_p2_g1,1,36
1137,m11_p2_g1,1,37
1138,m11_p2_g1,1,38
1139,m11_p2_g1,1,39
1140,m11_p2_g1,1,40
1141,m11_p2_g1,1,41
1142,m11_p2_g1,1,42
1143,m11_p2_g1,1,43
1144,m11_p2_g1,1,44
1145,m11_p2_g1,1,45
1146,m11_p2_g1,1,46
1147,m11_p2_g1,1,47
1148,m11_p2_g1,1,48
1149,m11_p2_g1,1,49
1150,m11_p2_g1,1,50
1151,m11_p2_g1,1,51
1152,m11_p2_g1,1,52
1153,m11_p2_g1,1,53
1154,m11_p2_g1,1,54
1155,m11_p2_g1,1,55
1156,m11_p2_g1,1,56
1157,m11_p2_g1,1,57
1158,m11_p2_g1,1,58
1159,m11_p2_g1,1,59
1160,m11_p2_g1,1,60
1161,m11_p2_g1,1,61
1162,m11_p2_g1,1,62
1163,m11_p2_g1,1,63
1164,m11_p2_g1,1,64
1165,m11_p2_g1,1,65
1166,m11_p2_g1,1,66
1167,m11_p2_g1,1,67
1168,m11_p2_g1,1,68
1169,m11_p2_g1,1,69
1170,m11_p2_g1,1,70
1171,m11_p2_g1,1,71
1172,m11_p2_g1,1,72
1173,m11_p2_g1,1,73
1174,m11_p2_g1,1,74
1175,m11_p2_g1,1,75
1176,m11_p2_g1,1,76
1177,m11_p2_g1,1,77
1178,m11_p2_g1,1,78
1179,m11_p2_g1,1,79
1180,m11_p2_g1,1,80
1181,m11_p2_g1,1,81
1182,m11_p2_g1,1,82
1183,m11_p2_g1,1,83
1184,m11_p2_g1,1,84
1185,m11_p2_g1,1,85
1186,m11_p2_g1,1,86
1187,m11_p2_g1,1,87
1188,m11_p2_g1,1,88
1189,m11_p2_g1,1,89
1190,m11_p2_g1,1,90
1191,m11_p2_g1,1,91
1192,m11_p2_g1,1,92
1193,m11_p2_g1,1,93
1194,m11_p2_g1,1,94
1195,m11_p2_g1,1,95
1196,m11_p2_g1,1,96
1197,m11_p2_g1,1,97
1198,m11_p2_g1,1,98
1199,m11_p2_g1,1,99
1200,m13_p1_g1,0,0
1201,m13_p1_g1,0,1
1202,m13_p1_g1,1,2
1203,m13_p1_g1,1,3
1204,m13_p1_g1,2,4
1205,m13_p1_g1,2,5
1206,m13_p1_g1,2,6
1207,m13_p1_g1,3,7
1208,m13_p1_g1,4,8
1209,m13_p1_g1,5,9
1210,m13_p1_g1,5,10
1211,m13_p1_g1,5,11
1212,m13_p1_g1,6,12
1213,m13_p1_g1,6,13
1214,m13_p1_g1,7,14
1215,m13_p1_g1,7,15
1216,m13_p1_g1,7,16
1217,m13_p1_g1,8,17
1218,m13_p1_g1,8,18
1219,m13_p1_g1,8,19
1220,m13_p1_g1,8,20
1221,m13_p1_g1,9,21
1222,m13_p1_g1,9,22
1223,m13_p1_g1,10,23
1224,m13_p1_g1,10,24
1225,m13_p1_g1,11,25
1226,m13_p1_g1,11,26
1227,m13_p1_g1,12,27
1228,m13_p1_g1,12,28
1229,m13_p1_g1,13,29
1230,m13_p1_g1,13,30
1231,m13_p1_g1,13,31
1232,m13_p1_g1,13,32
1233,m13_p1_g1,13,33
1234,m13_p1_g1,14,34
1235,m13_p1_g1,14,35
1236,m13_p1_g1,15,36
1237,m13_p1_g1,15,37
1238,m13_p1_g1,15,38
1239,m13_p1_g1,16,39
1240,m13_p1_g1,16,40
1241,m13_p1_g1,16,41
1242,m13_p1_g1,17,42
1243,m13_p1_g1,18,43
1244,m13_p1_g1,18,44
1245,m13_p1_g1,18,45
1246,m13_p1_g1,18,46
1247,m13_p1_g1,19,47
1248,m13_p1_g1,19,48
1249,m13_p1_g1,20,49
1250,m13_p1_g1,20,50
1251,m13_p1_g1,20,51
1252,m13_p1_g1,20,52
1253,m13_p1_g1,20,53
1254,m13_p1_g1,21,54
1255,m13_p1_g1,21,55
1256,m13_p1_g1,22,56
1257,m13_p1_g1,22,57
1258,m13_p1_g1,22,58
1259,m13_p1_g1,22,59
1260,m13_p1_g1,22,60
1261,m13_p1_g1,23,61
1262,m13_p1_g1,24,62
1263,m13_p1_g1,25,63
1264,m13_p1_g1,26,64
1265,m13_p1_g1,26,65
1266,m13_p1_g1,27,66
1267,m13_p1_g1,28,67
1268,m13_p1_g1,28,68
1269,m13_p1_g1,29,69
1270,m13_p1_g1,30,70
1271,m13_p1_g1,30,71
1272,m13_p1_g1,30,72
1273,m13_p1_g1,30,73
1274,m13_p1_g1,31,74
1275,m13_p1_g1,31,75
1276,m13_p1_g1,31,76
1277,m13_p1_g1,31,77
1278,m13_p1_g1,32,78
1279,m13_p1_g1,32,79
1280,m13_p1_g1,32,80
1281,m13_p1_g1,33,81
1282,m13_p1_g1,33,82
1283,m13_p1_g1,33,83
1284,m13_p1_g1,34,84
1285,m13_p1_g1,34,85
1286,m13_p1_g1,34,86
1287,m13_p1_g1,34,87
1288,m13_p1_g1,34,88
1289,m13_p1_g1,34,89
1290,m13_p1_g1,34,90
1291,m13_p1_g1,34,91
1292,m13_p1_g1,34,92
1293,m13_p1_g1,34,93
1294,m13_p1_g1,34,94
1295,m13_p1_g1,34,95
1296,m13_p1_g1,34,96
1297,m13_p1_g1,34,97
1298,m13_p1_g1,34,98
1299,m13_p1_g1,34,99
1300,m13_p2_g1,0,0
1301,m13_p2_g1,0,1
1302,m13_p2_g1,1,2
1303,m13_p2_g1,2,3
1304,m13_p2_g1,2,4
1305,m13_p2_g1,2,5
1306,m13_p2_g1,3,6
1307,m13_p2_g1,3,7
1308,m13_p2_g1,3,8
1309,m13_p2_g1,3,9
1310,m13_p2_g1,3,10
1311,m13_p2_g1,3,11
1312,m13_p2_g1,4,12
1313,m13_p2_g1,5,13
1314,m13_p2_g1,5,14
1315,m13_p2_g1,5,15
1316,m13_p2_g1,5,16
1317,m13_p2_g1,5,17
1318,m13_p2_g1,5,18
1319,m13_p2_g1,6,19
1320,m13_p2_g1,6,20
1321,m13_p2_g1,6,21
1322,m13_p2_g1,6,22
1323,m13_p2_g1,6,23
1324,m13_p2_g1,7,24
1325,m13_p2_g1,8,25
1326,m13_p2_g1,9,26
1327,m13_p2_g1,9,27
1328,m13_p2_g1,9,28
1329,m13_p2_g1,10,29
1330,m13_p2_g1,11,30
1331,m13_p2_g1,11,31
1332,m13_p2_g1,11,32
1333,m13_p2_g1,11,33
1334,m13_p2_g1,11,34
1335,m13_p2_g1,12,35
1336,m13_p2_g1,12,36
1337,m13_p2_g1,12,37
1338,m13_p2_g1,12,38
1339,m13_p2_g1,13,39
1340,m13_p2_g1,13,40
1341,m13_p2_g1,14,41
1342,m13_p2_g1,14,42
1343,m13_p2_g1,14,43
1344,m13_p2_g1,14,44
1345,m13_p2_g1,14,45
1346,m13_p2_g1,14,46
1347,m13_p2_g1,14,47
1348,m13_p2_g1,14,48
1349,m13_p2_g1,14,49
1350,m13_p2_g1,15,50
1351,m13_p2_g1,15,51
1352,m13_p2_g1,15,52
1353,m13_p2_g1,16,53
1354,m13_p2_g1,17,54
1355,m13_p2_g1,18,55
1356,m13_p2_g1,18,56
1357,m13_p2_g1,18,57
1358,m13_p2_g1,18,58
1359,m13_p2_g1,19,59
1360,m13_p2_g1,19,60
1361,m13_p2_g1,20,61
1362,m13_p2_g1,20,62
1363,m13_p2_g1,21,63
1364,m13_p2_g1,21,64
1365,m13_p2_g1,21,65
1366,m13_p2_g1,21,66
1367,m13_p2_g1,21,67
1368,m13_p2_g1,21,68
1369,m13_p2_g1,22,69
1370,m13_p2_g1,22,70
1371,m13_p2_g1,22,71
1372,m13_p2_g1,22,72
1373,m13_p2_g1,23,73
1374,m13_p2_g1,23,74
1375,m13_p2_g1,23,75
1376,m13_p2_g1,23,76
1377,m13_p2_g1,24,77
1378,m13_p2_g1,24,78
1379,m13_p2_g1,24,79
1380,m13_p2_g1,25,80
1381,m13_p2_g1,25,81
1382,m13_p2_g1,26,82
1383,m13_p2_g1,26,83
1384,m13_p2_g1,26,84
1385,m13_p2_g1,27,85
1386,m13_p2_g1,27,86
1387,m13_p2_g1,28,87
1388,m13_p2_g1,28,88
1389,m13_p2_g1,28,89
1390,m13_p2_g1,28,90
1391,m13_p2_g1,28,91
1392,m13_p2_g1,28,92
1393,m13_p2_g1,29,93
1394,m13_p2_g1,29,94
1395,m13_p2_g1,30,95
1396,m13_p2_g1,31,96
1397,m13_p2_g1,31,97
1398,m13_p2_g1,31,98
1399,m13_p2_g1,32,99
1400,m14_p1_g1,0,0
1401,m14_p1_g1,0,1
1402,m14_p1_g1,1,2
1403,m14_p1_g1,1,3
1404,m14_p1_g1,1,4
1405,m14_p1_g1,2,5
1406,m14_p1_g1,2,6
1407,m14_p1_g1,2,7
1408,m14_p1_g1,2,8
1409,m14_p1_g1,3,9
1410,m14_p1_g1,3,10
1411,m14_p1_g1,3,11
1412,m14_p1_g1,3,12
1413,m14_p1_g1,3,13
1414,m14_p1_g1,3,14
1415,m14_p1_g1,3,15
1416,m14_p1_g1,3,16
1417,m14_p1_g1,4,17
1418,m14_p1_g1,4,18
1419,m14_p1_g1,4,19
1420,m14_p1_g1,4,20
1421,m14_p1_g1,5,21
1422,m14_p1_g1,5,22
1423,m14_p1_g1,5,23
1424,m14_p1_g1,5,24
1425,m14_p1_g1,5,25
1426,m14_p1_g1,6,26
1427,m14_p1_g1,6,27
1428,m14_p1_g1,6,28
1429,m14_p1_g1,6,29
1430,m14_p1_g1,6,30
1431,m14_p1_g1,7,31
1432,m14_p1_g1,7,32
1433,m14_p1_g1,7,33
1434,m14_p1_g1,8,34
1435,m14_p1_g1,8,35
1436,m14_p1_g1,8,36
1437,m14_p1_g1,8,37
1438,m14_p1_g1,8,38
1439,m14_p1_g1,8,39
1440,m14_p1_g1,8,40
1441,m14_p1_g1,9,41
1442,m14_p1_g1,10,42
1443,m14_p1_g1,11,43
1444,m14_p1_g1,11,44
1445,m14_p1_g1,11,45
1446,m14_p1_g1,11,46
1447,m14_p1_g1,11,47
1448,m14_p1_g1,12,48
1449,m14_p1_g1,13,49
1450,m14_p1_g1,13,50
1451,m14_p1_g1,13,51
1452,m14_p1_g1,13,52
1453,m14_p1_g1,13,53
1454,m14_p1_g1,13,54
1455,m14_p1_g1,14,55
1456,m14_p1_g1,14,56
1457,m14_p1_g1,15,57
1458,m14_p1_g1,15,58
1459,m14_p1_g1,15,59
1460,m14_p1_g1,16,60
1461,m14_p1_g1,16,61
1462,m14_p1_g1,16,62
1463,m14_p1_g1,17,63
1464,m14_p1_g1,17,64
1465,m14_p1_g1,17,65
1466,m14_p1_g1,17,66
1467,m14_p1_g1,17,67
1468,m14_p1_g1,18,68
1469,m14_p1_g1,18,69
1470,m14_p1_g1,19,70
1471,m14_p1_g1,20,71
1472,m14_p1_g1,21,72
1473,m14_p1_g1,21,73
1474,m14_p1_g1,22,74
1475,m14_p1_g1,22,75
1476,m14_p1_g1,23,76
1477,m14_p1_g1,24,77
1478,m14_p1_g1,24,78
1479,m14_p1_g1,24,79
1480,m14_p1_g1,24,80
1481,m14_p1_g1,24,81
1482,m14_p1_g1,24,82
1483,m14_p1_g1,24,83
1484,m14_p1_g1,24,84
1485,m14_p1_g1,24,85
1486,m14_p1_g1,24,86
1487,m14_p1_g1,24,87
1488,m14_p1_g1,24,88
1489,m14_p1_g1,24,89
1490,m14_p1_g1,24,90
1491,m14_p1_g1,24,91
1492,m14_p1_g1,24,92
1493,m14_p1_g1,24,93
1494,m14_p1_g1,24,94
1495,m14_p1_g1,24,95
1496,m14_p1_g1,24,96
1497,m14_p1_g1,24,97
1498,m14_p1_g1,25,98
1499,m14_p1_g1,25,99
1500,m14_p2_g1,0,0
1501,m14_p2_g1,0,1
1502,m14_p2_g1,0,2
1503,m14_p2_g1,0,3
1504,m14_p2_g1,1,4
1505,m14_p2_g1,1,5
1506,m14_p2_g1,1,6
1507,m14_p2_g1,2,7
1508,m14_p2_g1,3,8
1509,m14_p2_g1,3,9
1510,m14_p2_g1,3,10
1511,m14_p2_g1,4,11
1512,m14_p2_g1,5,12
1513,m14_p2_g1,6,13
1514,m14_p2_g1,6,14
1515,m14_p2_g1,6,15
1516,m14_p2_g1,7,16
1517,m14_p2_g1,7,17
1518,m14_p2_g1,7,18
1519,m14_p2_g1,7,19
1520,m14_p2_g1,7,20
1521,m14_p2_g1,8,21
1522,m14_p2_g1,9,22
1523,m14_p2_g1,9,23
1524,m14_p2_g1,9,24
1525,m14_p2_g1,9,25
1526,m14_p2_g1,9,26
1527,m14_p2_g1,10,27
1528,m14_p2_g1,11,28
1529,m14_p2_g1,11,29
1530,m14_p2_g1,11,30
1531,m14_p2_g1,11,31
1532,m14_p2_g1,12,32
1533,m14_p2_g1,12,33
1534,m14_p2_g1,13,34
1535,m14_p2_g1,13,35
1536,m14_p2_g1,13,36
1537,m14_p2_g1,13,37
1538,m14_p2_g1,13,38
1539,m14_p2_g1,13,39
1540,m14_p2_g1,14,40
1541,m14_p2_g1,14,41
1542,m14_p2_g1,15,42
1543,m14_p2_g1,15,43
1544,m14_p2_g1,16,44
1545,m14_p2_g1,17,45
1546,m14_p2_g1,17,46
1547,m14_p2_g1,17,47
1548,m14_p2_g1,17,48
1549,m14_p2_g1,18,49
1550,m14_p2_g1,18,50
1551,m14_p2_g1,18,51
1552,m14_p2_g1,19,52
1553,m14_p2_g1,19,53
1554,m14_p2_g1,20,54
1555,m14_p2_g1,20,55
1556,m14_p2_g1,21,56
1557,m14_p2_g1,21,57
1558,m14_p2_g1,21,58
1559,m14_p2_g1,22,59
1560,m14_p2_g1,23,60
1561,m14_p2_g1,23,61
1562,m14_p2_g1,23,62
1563,m14_p2_g1,24,63
1564,m14_p2_g1,25,64
1565,m14_p2_g1,25,65
1566,m14_p2_g1,25,66
1567,m14_p2_g1,25,67
1568,m14_p2_g1,26,68
1569,m14_p2_g1,26,69
1570,m14_p2_g1,26,70
1571,m14_p2_g1,26,71
1572,m14_p2_g1,26,72
1573,m14_p2_g1,27,73
1574,m14_p2_g1,27,74
1575,m14_p2_g1,28,75
1576,m14_p2_g1,28,76
1577,m14_p2_g1,28,77
1578,m14_p2_g1,29,78
1579,m14_p2_g1,30,79
1580,m14_p2_g1,30,80
1581,m14_p2_g1,30,81
1582,m14_p2_g1,30,82
1583,m14_p2_g1,30,83
1584,m14_p2_g1,30,84
1585,m14_p2_g1,31,85
1586,m14_p2_g1,31,86
1587,m14_p2_g1,31,87
1588,m14_p2_g1,31,88
1589,m14_p2_g1,31,89
1590,m14_p2_g1,31,90
1591,m14_p2_g1,32,91
1592,m14_p2_g1,33,92
1593,m14_p2_g1,34,93
1594,m14_p2_g1,35,94
1595,m14_p2_g1,35,95
1596,m14_p2_g1,35,96
1597,m14_p2_g1,35,97
1598,m14_p2_g1,35,98
1599,m14_p2_g1,35,99
1600,j01_p1_g1,0,0
1601,j01_p1_g1,0,1
1602,j01_p1_g1,0,2
1603,j01_p1_g1,1,3
1604,j01_p1_g1,1,4
1605,j01_p1_g1,1,5
1606,j01_p1_g1,2,6
1607,j01_p1_g1,3,7
1608,j01_p1_g1,3,8
1609,j01_p1_g1,3,9
1610,j01_p1_g1,3,10
1611,j01_p1_g1,4,11
1612,j01_p1_g1,4,12
1613,j01_p1_g1,5,13
1614,j01_p1_g1,5,14
1615,j01_p1_g1,5,15
1616,j01_p1_g1,6,16
1617,j01_p1_g1,6,17
1618,j01_p1_g1,6,18
1619,j01_p1_g1,7,19
1620,j01_p1_g1,7,20
1621,j01_p1_g1,8,21
1622,j01_p1_g1,8,22
1623,j01_p1_g1,9,23
1624,j01_p1_g1,9,24
1625,j01_p1_g1,9,25
1626,j01_p1_g1,10,26
1627,j01_p1_g1,11,27
1628,j01_p1_g1,11,28
1629,j01_p1_g1,11,29
1630,j01_p1_g1,11,30
1631,j01_p1_g1,11,31
1632,j01_p1_g1,11,32
1633,j01_p1_g1,12,33
1634,j01_p1_g1,13,34
1635,j01_p1_g1,13,35
1636,j01_p1_g1,14,36
1637,j01_p1_g1,14,37
1638,j01_p1_g1,14,38
1639,j01_p1_g1,15,39
1640,j01_p1_g1,15,40
1641,j01_p1_g1,15,41
1642,j01_p1_g1,16,42
1643,j01_p1_g1,16,43
1644,j01_p1_g1,17,44
1645,j01_p1_g1,17,45
1646,j01_p1_g1,17,46
1647,j01_p1_g1,18,47
1648,j01_p1_g1,18,48
1649,j01_p1_g1,18,49
1650,j01_p1_g1,19,50
1651,j01_p1_g1,19,51
1652,j01_p1_g1,20,52
1653,j01_p1_g1,20,53
1654,j01_p1_g1,21,54
1655,j01_p1_g1,22,55
1656,j01_p1_g1,22,56
1657,j01_p1_g1,22,57
1658,j01_p1_g1,22,58
1659,j01_p1_g1,23,59
1660,j01_p1_g1,23,60
1661,j01_p1_g1,23,61
1662,j01_p1_g1,23,62
1663,j01_p1_g1,23,63
1664,j01_p1_g1,23,64
1665,j01_p1_g1,23,65
1666,j01_p1_g1,24,66
1667,j01_p1_g1,24,67
1668,j01_p1_g1,25,68
1669,j01_p1_g1,25,69
1670,j01_p1_g1,26,70
1671,j01_p1_g1,27,71
1672,j01_p1_g1,27,72
1673,j01_p1_g1,27,73
1674,j01_p1_g1,27,74
1675,j01_p1_g1,28,75
1676,j01_p1_g1,29,76
1677,j01_p1_g1,29,77
1678,j01_p1_g1,30,78
1679,j01_p1_g1,30,79
1680,j01_p1_g1,31,80
1681,j01_p1_g1,31,81
1682,j01_p1_g1,31,82
1683,j01_p1_g1,32,83
1684,j01_p1_g1,32,84
1685,j01_p1_g1,32,85
1686,j01_p1_g1,32,86
1687,j01_p1_g1,33,87
1688,j01_p1_g1,33,88
1689,j01_p1_g1,33,89
1690,j01_p1_g1,33,90
1691,j01_p1_g1,34,91
1692,j01_p1_g1,34,92
1693,j01_p1_g1,34,93
1694,j01_p1_g1,34,94
1695,j01_p1_g1,35,95
1696,j01_p1_g1,36,96
1697,j01_p1_g1,36,97
1698,j01_p1_g1,36,98
1699,j01_p1_g1,37,99
1700,j01_p2_g1,0,0
1701,j01_p2_g1,0,1
1702,j01_p2_g1,0,2
1703,j01_p2_g1,0,3
1704,j01_p2_g1,1,4
1705,j01_p2_g1,1,5
1706,j01_p2_g1,1,6
1707,j01_p2_g1,1,7
1708,j01_p2_g1,1,8
1709,j01_p2_g1,2,9
1710,j01_p2_g1,2,10
1711,j01_p2_g1,2,11
1712,j01_p2_g1,3,12
1713,j01_p2_g1,3,13
1714,j01_p2_g1,3,14
1715,j01_p2_g1,3,15
1716,j01_p2_g1,4,16
1717,j01_p2_g1,5,17
1718,j01_p2_g1,5,18
1719,j01_p2_g1,5,19
1720,j01_p2_g1,5,20
1721,j01_p2_g1,5,21
1722,j01_p2_g1,6,22
1723,j01_p2_g1,7,23
1724,j01_p2_g1,7,24
1725,j01_p2_g1,7,25
1726,j01_p2_g1,8,26
1727,j01_p2_g1,8,27
1728,j01_p2_g1,8,28
1729,j01_p2_g1,8,29
1730,j01_p2_g1,8,30
1731,j01_p2_g1,9,31
1732,j01_p2_g1,9,32
1733,j01_p2_g1,10,33
1734,j01_p2_g1,10,34
1735,j01_p2_g1,11,35
1736,j01_p2_g1,11,36
1737,j01_p2_g1,11,37
1738,j01_p2_g1,12,38
1739,j01_p2_g1,12,39
1740,j01_p2_g1,12,40
1741,j01_p2_g1,13,41
1742,j01_p2_g1,14,42
1743,j01_p2_g1,14,43
1744,j01_p2_g1,14,44
1745,j01_p2_g1,14,45
1746,j01_p2_g1,14,46
1747,j01_p2_g1,15,47
1748,j01_p2_g1,16,48
1749,j01_p2_g1,16,49
1750,j01_p2_g1,17,50
1751,j01_p2_g1,17,51
1752,j01_p2_g1,18,52
1753,j01_p2_g1,18,53
1754,j01_p2_g1,18,54
1755,j01_p2_g1,19,55
1756,j01_p2_g1,19,56
1757,j01_p2_g1,19,57
1758,j01_p2_g1,19,58
1759,j01_p2_g1,20,59
1760,j01_p2_g1,20,60
1761,j01_p2_g1,20,61
1762,j01_p2_g1,21,62
1763,j01_p2_g1,22,63
1764,j01_p2_g1,22,64
1765,j01_p2_g1,22,65
1766,j01_p2_g1,22,66
1767,j01_p2_g1,23,67
1768,j01_p2_g1,23,68
1769,j01_p2_g1,23,69
1770,j01_p2_g1,24,70
1771,j01_p2_g1,24,71
1772,j01_p2_g1,24,72
1773,j01_p2_g1,24,73
1774,j01_p2_g1,24,74
1775,j01_p2_g1,25,75
1776,j01_p2_g1,25,76
1777,j01_p2_g1,25,77
1778,j01_p2_g1,26,78
1779,j01_p2_g1,27,79
1780,j01_p2_g1,27,80
1781,j01_p2_g1,27,81
1782,j01_p2_g1,27,82
1783,j01_p2_g1,28,83
1784,j01_p2_g1,28,84
1785,j01_p2_g1,28,85
1786,j01_p2_g1,28,86
1787,j01_p2_g1,28,87
1788,j01_p2_g1,29,88
1789,j01_p2_g1,29,89
1790,j01_p2_g1,30,90
1791,j01_p2_g1,30,91
1792,j01_p2_g1,30,92
1793,j01_p2_g1,30,93
1794,j01_p2_g1,30,94
1795,j01_p2_g1,31,95
1796,j01_p2_g1,31,96
1797,j01_p2_g1,32,97
1798,j01_p2_g1,32,98
1799,j01_p2_g1,33,99
1800,j02_p1_g1,0,0
1801,j02_p1_g1,1,1
1802,j02_p1_g1,1,2
1803,j02_p1_g1,1,3
1804,j02_p1_g1,2,4
1805,j02_p1_g1,2,5
1806,j02_p1_g1,3,6
