,value,trial,game,participant,condition,experiment,dyad,mapping
87,28.0,87,1,m01_p1,social,4.0,m01,d
88,29.0,88,1,m01_p1,social,4.0,m01,d
89,29.0,89,1,m01_p1,social,4.0,m01,d
90,30.0,90,1,m01_p1,social,4.0,m01,d
91,30.0,91,1,m01_p1,social,4.0,m01,d
92,30.0,92,1,m01_p1,social,4.0,m01,d
93,31.0,93,1,m01_p1,social,4.0,m01,d
94,31.0,94,1,m01_p1,social,4.0,m01,d
95,32.0,95,1,m01_p1,social,4.0,m01,d
96,32.0,96,1,m01_p1,social,4.0,m01,d
97,32.0,97,1,m01_p1,social,4.0,m01,d
98,32.0,98,1,m01_p1,social,4.0,m01,d
99,33.0,99,1,m01_p1,social,4.0,m01,d
100,0.0,0,1,m01_p2,social,4.0,m01,d
101,0.0,1,1,m01_p2,social,4.0,m01,d
102,0.0,2,1,m01_p2,social,4.0,m01,d
103,0.0,3,1,m01_p2,social,4.0,m01,d
104,1.0,4,1,m01_p2,social,4.0,m01,d
105,1.0,5,1,m01_p2,social,4.0,m01,d
106,1.0,6,1,m01_p2,social,4.0,m01,d
107,1.0,7,1,m01_p2,social,4.0,m01,d
108,1.0,8,1,m01_p2,social,4.0,m01,d
109,2.0,9,1,m01_p2,social,4.0,m01,d
110,2.0,10,1,m01_p2,social,4.0,m01,d
111,2.0,11,1,m01_p2,social,4.0,m01,d
112,2.0,12,1,m01_p2,social,4.0,m01,d
113,2.0,13,1,m01_p2,social,4.0,m01,d
114,3.0,14,1,m01_p2,social,4.0,m01,d
115,4.0,15,1,m01_p2,social,4.0,m01,d
116,4.0,16,1,m01_p2,social,4.0,m01,d
117,5.0,17,1,m01_p2,social,4.0,m01,d
118,5.0,18,1,m01_p2,social,4.0,m01,d
119,6.0,19,1,m01_p2,social,4.0,m01,d
120,6.0,20,1,m01_p2,social,4.0,m01,d
121,7.0,21,1,m01_p2,social,4.0,m01,d
122,8.0,22,1,m01_p2,social,4.0,m01,d
123,8.0,23,1,m01_p2,social,4.0,m01,d
124,9.0,24,1,m01_p2,social,4.0,m01,d
125,9.0,25,1,m01_p2,social,4.0,m01,d
126,9.0,26,1,m01_p2,social,4.0,m01,d
127,9.0,27,1,m01_p2,social,4.0,m01,d
128,9.0,28,1,m01_p2,social,4.0,m01,d
129,9.0,29,1,m01_p2,social,4.0,m01,d
130,10.0,30,1,m01_p2,social,4.0,m01,d
131,11.0,31,1,m01_p2,social,4.0,m01,d
132,11.0,32,1,m01_p2,social,4.0,m01,d
133,12.0,33,1,m01_p2,social,4.0,m01,d
134,12.0,34,1,m01_p2,social,4.0,m01,d
135,12.0,35,1,m01_p2,social,4.0,m01,d
136,12.0,36,1,m01_p2,social,4.0,m01,d
137,13.0,37,1,m01_p2,social,4.0,m01,d
138,13.0,38,1,m01_p2,social,4.0,m01,d
139,13.0,39,1,m01_p2,social,4.0,m01,d
140,13.0,40,1,m01_p2,social,4.0,m01,d
141,13.0,41,1,m01_p2,social,4.0,m01,d
142,13.0,42,1,m01_p2,social,4.0,m01,d
143,13.0,43,1,m01_p2,social,4.0,m01,d
144,13.0,44,1,m01_p2,social,4.0,m01,d
145,14.0,45,1,m01_p2,social,4.0,m01,d
146,14.0,46,1,m01_p2,social,4.0,m01,d
147,14.0,47,1,m01_p2,social,4.0,m01,d
148,15.0,48,1,m01_p2,social,4.0,m01,d
149,15.0,49,1,m01_p2,social,4.0,m01,d
150,15.0,50,1,m01_p2,social,4.0,m01,d
151,15.0,51,1,m01_p2,social,4.0,m01,d
152,15.0,52,1,m01_p2,social,4.0,m01,d
153,15.0,53,1,m01_p2,social,4.0,m01,d
154,15.0,54,1,m01_p2,social,4.0,m01,d
155,15.0,55,1,m01_p2,social,4.0,m01,d
156,16.0,56,1,m01_p2,social,4.0,m01,d
157,17.0,57,1,m01_p2,social,4.0,m01,d
158,17.0,58,1,m01_p2,social,4.0,m01,d
159,17.0,59,1,m01_p2,social,4.0,m01,d
160,17.0,60,1,m01_p2,social,4.0,m01,d
161,17.0,61,1,m01_p2,social,4.0,m01,d
162,17.0,62,1,m01_p2,social,4.0,m01,d
163,17.0,63,1,m01_p2,social,4.0,m01,d
164,18.0,64,1,m01_p2,social,4.0,m01,d
165,19.0,65,1,m01_p2,social,4.0,m01,d
166,19.0,66,1,m01_p2,social,4.0,m01,d
167,19.0,67,1,m01_p2,social,4.0,m01,d
168,19.0,68,1,m01_p2,social,4.0,m01,d
169,20.0,69,1,m01_p2,social,4.0,m01,d
170,20.0,70,1,m01_p2,social,4.0,m01,d
171,20.0,71,1,m01_p2,social,4.0,m01,d
172,20.0,72,1,m01_p2,social,4.0,m01,d
173,20.0,73,1,m01_p2,social,4.0,m01,d
174,21.0,74,1,m01_p2,social,4.0,m01,d
175,21.0,75,1,m01_p2,social,4.0,m01,d
176,21.0,76,1,m01_p2,social,4.0,m01,d
177,21.0,77,1,m01_p2,social,4.0,m01,d
178,22.0,78,1,m01_p2,social,4.0,m01,d
179,22.0,79,1,m01_p2,social,4.0,m01,d
180,22.0,80,1,m01_p2,social,4.0,m01,d
181,22.0,81,1,m01_p2,social,4.0,m01,d
182,22.0,82,1,m01_p2,social,4.0,m01,d
183,22.0,83,1,m01_p2,social,4.0,m01,d
184,22.0,84,1,m01_p2,social,4.0,m01,d
185,23.0,85,1,m01_p2,social,4.0,m01,d
186,24.0,86,1,m01_p2,social,4.0,m01,d
187,25.0,87,1,m01_p2,social,4.0,m01,d
188,26.0,88,1,m01_p2,social,4.0,m01,d
189,27.0,89,1,m01_p2,social,4.0,m01,d
190,28.0,90,1,m01_p2,social,4.0,m01,d
191,28.0,91,1,m01_p2,social,4.0,m01,d
192,28.0,92,1,m01_p2,social,4.0,m01,d
193,29.0,93,1,m01_p2,social,4.0,m01,d
194,30.0,94,1,m01_p2,social,4.0,m01,d
195,31.0,95,1,m01_p2,social,4.0,m01,d
196,32.0,96,1,m01_p2,social,4.0,m01,d
197,33.0,97,1,m01_p2,social,4.0,m01,d
198,33.0,98,1,m01_p2,social,4.0,m01,d
199,33.0,99,1,m01_p2,social,4.0,m01,d
200,0.0,0,1,m03_p1,social,4.0,m03,d
201,1.0,1,1,m03_p1,social,4.0,m03,d
202,1.0,2,1,m03_p1,social,4.0,m03,d
203,1.0,3,1,m03_p1,social,4.0,m03,d
204,1.0,4,1,m03_p1,social,4.0,m03,d
205,1.0,5,1,m03_p1,social,4.0,m03,d
206,1.0,6,1,m03_p1,social,4.0,m03,d
207,1.0,7,1,m03_p1,social,4.0,m03,d
208,1.0,8,1,m03_p1,social,4.0,m03,d
209,1.0,9,1,m03_p1,social,4.0,m03,d
210,2.0,10,1,m03_p1,social,4.0,m03,d
211,2.0,11,1,m03_p1,social,4.0,m03,d
212,2.0,12,1,m03_p1,social,4.0,m03,d
213,2.0,13,1,m03_p1,social,4.0,m03,d
214,2.0,14,1,m03_p1,social,4.0,m03,d
215,2.0,15,1,m03_p1,social,4.0,m03,d
216,2.0,16,1,m03_p1,social,4.0,m03,d
217,2.0,17,1,m03_p1,social,4.0,m03,d
218,2.0,18,1,m03_p1,social,4.0,m03,d
219,2.0,19,1,m03_p1,social,4.0,m03,d
220,3.0,20,1,m03_p1,social,4.0,m03,d
221,3.0,21,1,m03_p1,social,4.0,m03,d
222,4.0,22,1,m03_p1,social,4.0,m03,d
223,4.0,23,1,m03_p1,social,4.0,m03,d
224,4.0,24,1,m03_p1,social,4.0,m03,d
225,4.0,25,1,m03_p1,social,4.0,m03,d
226,4.0,26,1,m03_p1,social,4.0,m03,d
227,5.0,27,1,m03_p1,social,4.0,m03,d
228,5.0,28,1,m03_p1,social,4.0,m03,d
229,5.0,29,1,m03_p1,social,4.0,m03,d
230,5.0,30,1,m03_p1,social,4.0,m03,d
231,5.0,31,1,m03_p1,social,4.0,m03,d
232,5.0,32,1,m03_p1,social,4.0,m03,d
233,5.0,33,1,m03_p1,social,4.0,m03,d
234,5.0,34,1,m03_p1,social,4.0,m03,d
235,6.0,35,1,m03_p1,social,4.0,m03,d
236,6.0,36,1,m03_p1,social,4.0,m03,d
237,6.0,37,1,m03_p1,social,4.0,m03,d
238,6.0,38,1,m03_p1,social,4.0,m03,d
239,7.0,39,1,m03_p1,social,4.0,m03,d
240,7.0,40,1,m03_p1,social,4.0,m03,d
241,7.0,41,1,m03_p1,social,4.0,m03,d
242,7.0,42,1,m03_p1,social,4.0,m03,d
243,8.0,43,1,m03_p1,social,4.0,m03,d
244,8.0,44,1,m03_p1,social,4.0,m03,d
245,8.0,45,1,m03_p1,social,4.0,m03,d
246,9.0,46,1,m03_p1,social,4.0,m03,d
247,9.0,47,1,m03_p1,social,4.0,m03,d
248,9.0,48,1,m03_p1,social,4.0,m03,d
249,10.0,49,1,m03_p1,social,4.0,m03,d
250,10.0,50,1,m03_p1,social,4.0,m03,d
251,10.0,51,1,m03_p1,social,4.0,m03,d
252,10.0,52,1,m03_p1,social,4.0,m03,d
253,10.0,53,1,m03_p1,social,4.0,m03,d
254,10.0,54,1,m03_p1,social,4.0,m03,d
255,11.0,55,1,m03_p1,social,4.0,m03,d
256,12.0,56,1,m03_p1,social,4.0,m03,d
257,13.0,57,1,m03_p1,social,4.0,m03,d
258,14.0,58,1,m03_p1,social,4.0,m03,d
259,15.0,59,1,m03_p1,social,4.0,m03,d
260,15.0,60,1,m03_p1,social,4.0,m03,d
261,15.0,61,1,m03_p1,social,4.0,m03,d
262,15.0,62,1,m03_p1,social,4.0,m03,d
263,15.0,63,1,m03_p1,social,4.0,m03,d
264,15.0,64,1,m03_p1,social,4.0,m03,d
265,15.0,65,1,m03_p1,social,4.0,m03,d
266,16.0,66,1,m03_p1,social,4.0,m03,d
267,16.0,67,1,m03_p1,social,4.0,m03,d
268,16.0,68,1,m03_p1,social,4.0,m03,d
269,17.0,69,1,m03_p1,social,4.0,m03,d
270,17.0,70,1,m03_p1,social,4.0,m03,d
271,17.0,71,1,m03_p1,social,4.0,m03,d
272,17.0,72,1,m03_p1,social,4.0,m03,d
273,17.0,73,1,m03_p1,social,4.0,m03,d
274,17.0,74,1,m03_p1,social,4.0,m03,d
275,18.0,75,1,m03_p1,social,4.0,m03,d
276,18.0,76,1,m03_p1,social,4.0,m03,d
277,18.0,77,1,m03_p1,social,4.0,m03,d
278,18.0,78,1,m03_p1,social,4.0,m03,d
279,18.0,79,1,m03_p1,social,4.0,m03,d
280,19.0,80,1,m03_p1,social,4.0,m03,d
281,19.0,81,1,m03_p1,social,4.0,m03,d
282,19.0,82,1,m03_p1,social,4.0,m03,d
283,19.0,83,1,m03_p1,social,4.0,m03,d
284,19.0,84,1,m03_p1,social,4.0,m03,d
285,20.0,85,1,m03_p1,social,4.0,m03,d
286,20.0,86,1,m03_p1,social,4.0,m03,d
287,20.0,87,1,m03_p1,social,4.0,m03,d
288,21.0,88,1,m03_p1,social,4.0,m03,d
289,21.0,89,1,m03_p1,social,4.0,m03,d
290,21.0,90,1,m03_p1,social,4.0,m03,d
291,21.0,91,1,m03_p1,social,4.0,m03,d
292,21.0,92,1,m03_p1,social,4.0,m03,d
293,22.0,93,1,m03_p1,social,4.0,m03,d
294,22.0,94,1,m03_p1,social,4.0,m03,d
295,23.0,95,1,m03_p1,social,4.0,m03,d
296,23.0,96,1,m03_p1,social,4.0,m03,d
297,23.0,97,1,m03_p1,social,4.0,m03,d
298,23.0,98,1,m03_p1,social,4.0,m03,d
299,24.0,99,1,m03_p1,social,4.0,m03,d
300,0.0,0,1,m03_p2,social,4.0,m03,d
301,0.0,1,1,m03_p2,social,4.0,m03,d
302,1.0,2,1,m03_p2,social,4.0,m03,d
303,1.0,3,1,m03_p2,social,4.0,m03,d
304,1.0,4,1,m03_p2,social,4.0,m03,d
305,1.0,5,1,m03_p2,social,4.0,m03,d
306,2.0,6,1,m03_p2,social,4.0,m03,d
307,2.0,7,1,m03_p2,social,4.0,m03,d
308,2.0,8,1,m03_p2,social,4.0,m03,d
309,3.0,9,1,m03_p2,social,4.0,m03,d
310,3.0,10,1,m03_p2,social,4.0,m03,d
311,3.0,11,1,m03_p2,social,4.0,m03,d
312,4.0,12,1,m03_p2,social,4.0,m03,d
313,4.0,13,1,m03_p2,social,4.0,m03,d
314,5.0,14,1,m03_p2,social,4.0,m03,d
315,5.0,15,1,m03_p2,social,4.0,m03,d
316,6.0,16,1,m03_p2,social,4.0,m03,d
317,6.0,17,1,m03_p2,social,4.0,m03,d
318,6.0,18,1,m03_p2,social,4.0,m03,d
319,7.0,19,1,m03_p2,social,4.0,m03,d
320,7.0,20,1,m03_p2,social,4.0,m03,d
321,8.0,21,1,m03_p2,social,4.0,m03,d
322,8.0,22,1,m03_p2,social,4.0,m03,d
323,8.0,23,1,m03_p2,social,4.0,m03,d
324,8.0,24,1,m03_p2,social,4.0,m03,d
325,9.0,25,1,m03_p2,social,4.0,m03,d
326,9.0,26,1,m03_p2,social,4.0,m03,d
327,9.0,27,1,m03_p2,social,4.0,m03,d
328,9.0,28,1,m03_p2,social,4.0,m03,d
329,10.0,29,1,m03_p2,social,4.0,m03,d
330,10.0,30,1,m03_p2,social,4.0,m03,d
331,10.0,31,1,m03_p2,social,4.0,m03,d
332,11.0,32,1,m03_p2,social,4.0,m03,d
333,11.0,33,1,m03_p2,social,4.0,m03,d
334,11.0,34,1,m03_p2,social,4.0,m03,d
335,12.0,35,1,m03_p2,social,4.0,m03,d
336,12.0,36,1,m03_p2,social,4.0,m03,d
337,12.0,37,1,m03_p2,social,4.0,m03,d
338,12.0,38,1,m03_p2,social,4.0,m03,d
339,13.0,39,1,m03_p2,social,4.0,m03,d
340,13.0,40,1,m03_p2,social,4.0,m03,d
341,13.0,41,1,m03_p2,social,4.0,m03,d
342,14.0,42,1,m03_p2,social,4.0,m03,d
343,15.0,43,1,m03_p2,social,4.0,m03,d
344,16.0,44,1,m03_p2,social,4.0,m03,d
345,16.0,45,1,m03_p2,social,4.0,m03,d
346,16.0,46,1,m03_p2,social,4.0,m03,d
347,16.0,47,1,m03_p2,social,4.0,m03,d
348,16.0,48,1,m03_p2,social,4.0,m03,d
349,16.0,49,1,m03_p2,social,4.0,m03,d
350,16.0,50,1,m03_p2,social,4.0,m03,d
351,17.0,51,1,m03_p2,social,4.0,m03,d
352,18.0,52,1,m03_p2,social,4.0,m03,d
353,19.0,53,1,m03_p2,social,4.0,m03,d
354,19.0,54,1,m03_p2,social,4.0,m03,d
355,20.0,55,1,m03_p2,social,4.0,m03,d
356,20.0,56,1,m03_p2,social,4.0,m03,d
357,20.0,57,1,m03_p2,social,4.0,m03,d
358,20.0,58,1,m03_p2,social,4.0,m03,d
359,21.0,59,1,m03_p2,social,4.0,m03,d
360,21.0,60,1,m03_p2,social,4.0,m03,d
361,21.0,61,1,m03_p2,social,4.0,m03,d
362,22.0,62,1,m03_p2,social,4.0,m03,d
363,22.0,63,1,m03_p2,social,4.0,m03,d
364,22.0,64,1,m03_p2,social,4.0,m03,d
365,22.0,65,1,m03_p2,social,4.0,m03,d
366,23.0,66,1,m03_p2,social,4.0,m03,d
367,23.0,67,1,m03_p2,social,4.0,m03,d
368,23.0,68,1,m03_p2,social,4.0,m03,d
369,24.0,69,1,m03_p2,social,4.0,m03,d
370,25.0,70,1,m03_p2,social,4.0,m03,d
371,26.0,71,1,m03_p2,social,4.0,m03,d
372,26.0,72,1,m03_p2,social,4.0,m03,d
373,26.0,73,1,m03_p2,social,4.0,m03,d
374,26.0,74,1,m03_p2,social,4.0,m03,d
375,26.0,75,1,m03_p2,social,4.0,m03,d
376,27.0,76,1,m03_p2,social,4.0,m03,d
377,28.0,77,1,m03_p2,social,4.0,m03,d
378,28.0,78,1,m03_p2,social,4.0,m03,d
379,29.0,79,1,m03_p2,social,4.0,m03,d
380,30.0,80,1,m03_p2,social,4.0,m03,d
381,30.0,81,1,m03_p2,social,4.0,m03,d
382,30.0,82,1,m03_p2,social,4.0,m03,d
383,30.0,83,1,m03_p2,social,4.0,m03,d
384,30.0,84,1,m03_p2,social,4.0,m03,d
385,30.0,85,1,m03_p2,social,4.0,m03,d
386,31.0,86,1,m03_p2,social,4.0,m03,d
387,31.0,87,1,m03_p2,social,4.0,m03,d
388,32.0,88,1,m03_p2,social,4.0,m03,d
389,32.0,89,1,m03_p2,social,4.0,m03,d
390,32.0,90,1,m03_p2,social,4.0,m03,d
391,32.0,91,1,m03_p2,social,4.0,m03,d
392,33.0,92,1,m03_p2,social,4.0,m03,d
393,34.0,93,1,m03_p2,social,4.0,m03,d
394,34.0,94,1,m03_p2,social,4.0,m03,d
395,34.0,95,1,m03_p2,social,4.0,m03,d
396,35.0,96,1,m03_p2,social,4.0,m03,d
397,36.0,97,1,m03_p2,social,4.0,m03,d
398,36.0,98,1,m03_p2,social,4.0,m03,d
399,36.0,99,1,m03_p2,social,4.0,m03,d
400,0.0,0,1,m05_p1,social,4.0,m05,d
401,1.0,1,1,m05_p1,social,4.0,m05,d
402,2.0,2,1,m05_p1,social,4.0,m05,d
403,2.0,3,1,m05_p1,social,4.0,m05,d
404,2.0,4,1,m05_p1,social,4.0,m05,d
405,2.0,5,1,m05_p1,social,4.0,m05,d
406,2.0,6,1,m05_p1,social,4.0,m05,d
407,2.0,7,1,m05_p1,social,4.0,m05,d
408,2.0,8,1,m05_p1,social,4.0,m05,d
409,2.0,9,1,m05_p1,social,4.0,m05,d
410,3.0,10,1,m05_p1,social,4.0,m05,d
411,3.0,11,1,m05_p1,social,4.0,m05,d
412,3.0,12,1,m05_p1,social,4.0,m05,d
413,4.0,13,1,m05_p1,social,4.0,m05,d
414,4.0,14,1,m05_p1,social,4.0,m05,d
415,5.0,15,1,m05_p1,social,4.0,m05,d
416,5.0,16,1,m05_p1,social,4.0,m05,d
417,5.0,17,1,m05_p1,social,4.0,m05,d
418,5.0,18,1,m05_p1,social,4.0,m05,d
419,5.0,19,1,m05_p1,social,4.0,m05,d
420,5.0,20,1,m05_p1,social,4.0,m05,d
421,5.0,21,1,m05_p1,social,4.0,m05,d
422,5.0,22,1,m05_p1,social,4.0,m05,d
423,5.0,23,1,m05_p1,social,4.0,m05,d
424,5.0,24,1,m05_p1,social,4.0,m05,d
425,5.0,25,1,m05_p1,social,4.0,m05,d
426,5.0,26,1,m05_p1,social,4.0,m05,d
427,5.0,27,1,m05_p1,social,4.0,m05,d
428,5.0,28,1,m05_p1,social,4.0,m05,d
429,5.0,29,1,m05_p1,social,4.0,m05,d
430,5.0,30,1,m05_p1,social,4.0,m05,d
431,5.0,31,1,m05_p1,social,4.0,m05,d
432,5.0,32,1,m05_p1,social,4.0,m05,d
433,5.0,33,1,m05_p1,social,4.0,m05,d
434,5.0,34,1,m05_p1,social,4.0,m05,d
435,5.0,35,1,m05_p1,social,4.0,m05,d
436,5.0,36,1,m05_p1,social,4.0,m05,d
437,5.0,37,1,m05_p1,social,4.0,m05,d
438,5.0,38,1,m05_p1,social,4.0,m05,d
439,5.0,39,1,m05_p1,social,4.0,m05,d
440,5.0,40,1,m05_p1,social,4.0,m05,d
441,5.0,41,1,m05_p1,social,4.0,m05,d
442,5.0,42,1,m05_p1,social,4.0,m05,d
443,5.0,43,1,m05_p1,social,4.0,m05,d
444,6.0,44,1,m05_p1,social,4.0,m05,d
445,6.0,45,1,m05_p1,social,4.0,m05,d
446,7.0,46,1,m05_p1,social,4.0,m05,d
447,7.0,47,1,m05_p1,social,4.0,m05,d
448,7.0,48,1,m05_p1,social,4.0,m05,d
449,7.0,49,1,m05_p1,social,4.0,m05,d
450,7.0,50,1,m05_p1,social,4.0,m05,d
451,7.0,51,1,m05_p1,social,4.0,m05,d
452,7.0,52,1,m05_p1,social,4.0,m05,d
453,7.0,53,1,m05_p1,social,4.0,m05,d
454,7.0,54,1,m05_p1,social,4.0,m05,d
455,7.0,55,1,m05_p1,social,4.0,m05,d
456,7.0,56,1,m05_p1,social,4.0,m05,d
457,7.0,57,1,m05_p1,social,4.0,m05,d
458,7.0,58,1,m05_p1,social,4.0,m05,d
459,7.0,59,1,m05_p1,social,4.0,m05,d
460,7.0,60,1,m05_p1,social,4.0,m05,d
461,7.0,61,1,m05_p1,social,4.0,m05,d
462,7.0,62,1,m05_p1,social,4.0,m05,d
463,7.0,63,1,m05_p1,social,4.0,m05,d
464,7.0,64,1,m05_p1,social,4.0,m05,d
465,7.0,65,1,m05_p1,social,4.0,m05,d
466,7.0,66,1,m05_p1,social,4.0,m05,d
467,7.0,67,1,m05_p1,social,4.0,m05,d
468,7.0,68,1,m05_p1,social,4.0,m05,d
469,7.0,69,1,m05_p1,social,4.0,m05,d
470,8.0,70,1,m05_p1,social,4.0,m05,d
471,8.0,71,1,m05_p1,social,4.0,m05,d
472,8.0,72,1,m05_p1,social,4.0,m05,d
473,8.0,73,1,m05_p1,social,4.0,m05,d
474,8.0,74,1,m05_p1,social,4.0,m05,d
475,8.0,75,1,m05_p1,social,4.0,m05,d
476,8.0,76,1,m05_p1,social,4.0,m05,d
477,8.0,77,1,m05_p1,social,4.0,m05,d
478,8.0,78,1,m05_p1,social,4.0,m05,d
479,8.0,79,1,m05_p1,social,4.0,m05,d
480,8.0,80,1,m05_p1,social,4.0,m05,d
481,8.0,81,1,m05_p1,social,4.0,m05,d
482,8.0,82,1,m05_p1,social,4.0,m05,d
483,8.0,83,1,m05_p1,social,4.0,m05,d
484,8.0,84,1,m05_p1,social,4.0,m05,d
485,9.0,85,1,m05_p1,social,4.0,m05,d
486,9.0,86,1,m05_p1,social,4.0,m05,d
487,9.0,87,1,m05_p1,social,4.0,m05,d
488,9.0,88,1,m05_p1,social,4.0,m05,d
489,9.0,89,1,m05_p1,social,4.0,m05,d
490,10.0,90,1,m05_p1,social,4.0,m05,d
491,10.0,91,1,m05_p1,social,4.0,m05,d
492,10.0,92,1,m05_p1,social,4.0,m05,d
493,11.0,93,1,m05_p1,social,4.0,m05,d
494,11.0,94,1,m05_p1,social,4.0,m05,d
495,11.0,95,1,m05_p1,social,4.0,m05,d
496,11.0,96,1,m05_p1,social,4.0,m05,d
497,11.0,97,1,m05_p1,social,4.0,m05,d
498,11.0,98,1,m05_p1,social,4.0,m05,d
499,11.0,99,1,m05_p1,social,4.0,m05,d
500,0.0,0,1,m05_p2,social,4.0,m05,d
501,0.0,1,1,m05_p2,social,4.0,m05,d
502,0.0,2,1,m05_p2,social,4.0,m05,d
503,0.0,3,1,m05_p2,social,4.0,m05,d
504,0.0,4,1,m05_p2,social,4.0,m05,d
505,1.0,5,1,m05_p2,social,4.0,m05,d
506,1.0,6,1,m05_p2,social,4.0,m05,d
507,1.0,7,1,m05_p2,social,4.0,m05,d
508,1.0,8,1,m05_p2,social,4.0,m05,d
509,1.0,9,1,m05_p2,social,4.0,m05,d
510,2.0,10,1,m05_p2,social,4.0,m05,d
511,2.0,11,1,m05_p2,social,4.0,m05,d
512,2.0,12,1,m05_p2,social,4.0,m05,d
513,3.0,13,1,m05_p2,social,4.0,m05,d
514,3.0,14,1,m05_p2,social,4.0,m05,d
515,3.0,15,1,m05_p2,social,4.0,m05,d
