,variable,value,trial
3057,s20_p1_g1,14.0,57
3058,s20_p1_g1,14.0,58
3059,s20_p1_g1,14.0,59
3060,s20_p1_g1,14.0,60
3061,s20_p1_g1,15.0,61
3062,s20_p1_g1,15.0,62
3063,s20_p1_g1,15.0,63
3064,s20_p1_g1,16.0,64
3065,s20_p1_g1,16.0,65
3066,s20_p1_g1,16.0,66
3067,s20_p1_g1,17.0,67
3068,s20_p1_g1,17.0,68
3069,s20_p1_g1,17.0,69
3070,s20_p1_g1,17.0,70
3071,s20_p1_g1,17.0,71
3072,s20_p1_g1,17.0,72
3073,s20_p1_g1,17.0,73
3074,s20_p1_g1,17.0,74
3075,s20_p1_g1,17.0,75
3076,s20_p1_g1,17.0,76
3077,s20_p1_g1,17.0,77
3078,s20_p1_g1,18.0,78
3079,s20_p1_g1,18.0,79
3080,s20_p1_g1,18.0,80
3081,s20_p1_g1,18.0,81
3082,s20_p1_g1,19.0,82
3083,s20_p1_g1,19.0,83
3084,s20_p1_g1,19.0,84
3085,s20_p1_g1,19.0,85
3086,s20_p1_g1,19.0,86
3087,s20_p1_g1,19.0,87
3088,s20_p1_g1,20.0,88
3089,s20_p1_g1,20.0,89
3090,s20_p1_g1,20.0,90
3091,s20_p1_g1,20.0,91
3092,s20_p1_g1,20.0,92
3093,s20_p1_g1,20.0,93
3094,s20_p1_g1,20.0,94
3095,s20_p1_g1,20.0,95
3096,s20_p1_g1,20.0,96
3097,s20_p1_g1,21.0,97
3098,s20_p1_g1,21.0,98
3099,s20_p1_g1,21.0,99
