,value,trial,game,participant,condition,experiment,dyad,mapping
1751,19.0,51,1,s03_p1,control,3.0,s03,d
1752,19.0,52,1,s03_p1,control,3.0,s03,d
1753,20.0,53,1,s03_p1,control,3.0,s03,d
1754,21.0,54,1,s03_p1,control,3.0,s03,d
1755,22.0,55,1,s03_p1,control,3.0,s03,d
1756,22.0,56,1,s03_p1,control,3.0,s03,d
1757,22.0,57,1,s03_p1,control,3.0,s03,d
1758,22.0,58,1,s03_p1,control,3.0,s03,d
1759,22.0,59,1,s03_p1,control,3.0,s03,d
1760,23.0,60,1,s03_p1,control,3.0,s03,d
1761,24.0,61,1,s03_p1,control,3.0,s03,d
1762,24.0,62,1,s03_p1,control,3.0,s03,d
1763,24.0,63,1,s03_p1,control,3.0,s03,d
1764,24.0,64,1,s03_p1,control,3.0,s03,d
1765,24.0,65,1,s03_p1,control,3.0,s03,d
1766,25.0,66,1,s03_p1,control,3.0,s03,d
1767,26.0,67,1,s03_p1,control,3.0,s03,d
1768,26.0,68,1,s03_p1,control,3.0,s03,d
1769,26.0,69,1,s03_p1,control,3.0,s03,d
1770,26.0,70,1,s03_p1,control,3.0,s03,d
1771,26.0,71,1,s03_p1,control,3.0,s03,d
1772,27.0,72,1,s03_p1,control,3.0,s03,d
1773,27.0,73,1,s03_p1,control,3.0,s03,d
1774,27.0,74,1,s03_p1,control,3.0,s03,d
1775,27.0,75,1,s03_p1,control,3.0,s03,d
1776,28.0,76,1,s03_p1,control,3.0,s03,d
1777,28.0,77,1,s03_p1,control,3.0,s03,d
1778,29.0,78,1,s03_p1,control,3.0,s03,d
1779,29.0,79,1,s03_p1,control,3.0,s03,d
1780,30.0,80,1,s03_p1,control,3.0,s03,d
1781,31.0,81,1,s03_p1,control,3.0,s03,d
1782,31.0,82,1,s03_p1,control,3.0,s03,d
1783,32.0,83,1,s03_p1,control,3.0,s03,d
1784,32.0,84,1,s03_p1,control,3.0,s03,d
1785,32.0,85,1,s03_p1,control,3.0,s03,d
1786,33.0,86,1,s03_p1,control,3.0,s03,d
1787,33.0,87,1,s03_p1,control,3.0,s03,d
1788,33.0,88,1,s03_p1,control,3.0,s03,d
1789,33.0,89,1,s03_p1,control,3.0,s03,d
1790,34.0,90,1,s03_p1,control,3.0,s03,d
1791,34.0,91,1,s03_p1,control,3.0,s03,d
1792,34.0,92,1,s03_p1,control,3.0,s03,d
1793,35.0,93,1,s03_p1,control,3.0,s03,d
1794,35.0,94,1,s03_p1,control,3.0,s03,d
1795,36.0,95,1,s03_p1,control,3.0,s03,d
1796,36.0,96,1,s03_p1,control,3.0,s03,d
1797,37.0,97,1,s03_p1,control,3.0,s03,d
1798,37.0,98,1,s03_p1,control,3.0,s03,d
1799,38.0,99,1,s03_p1,control,3.0,s03,d
1800,0.0,0,1,s05_p1,control,3.0,s05,d
1801,0.0,1,1,s05_p1,control,3.0,s05,d
1802,0.0,2,1,s05_p1,control,3.0,s05,d
1803,0.0,3,1,s05_p1,control,3.0,s05,d
1804,0.0,4,1,s05_p1,control,3.0,s05,d
1805,0.0,5,1,s05_p1,control,3.0,s05,d
1806,0.0,6,1,s05_p1,control,3.0,s05,d
1807,0.0,7,1,s05_p1,control,3.0,s05,d
1808,0.0,8,1,s05_p1,control,3.0,s05,d
1809,0.0,9,1,s05_p1,control,3.0,s05,d
1810,0.0,10,1,s05_p1,control,3.0,s05,d
1811,0.0,11,1,s05_p1,control,3.0,s05,d
1812,0.0,12,1,s05_p1,control,3.0,s05,d
1813,0.0,13,1,s05_p1,control,3.0,s05,d
1814,0.0,14,1,s05_p1,control,3.0,s05,d
1815,0.0,15,1,s05_p1,control,3.0,s05,d
1816,0.0,16,1,s05_p1,control,3.0,s05,d
1817,0.0,17,1,s05_p1,control,3.0,s05,d
1818,0.0,18,1,s05_p1,control,3.0,s05,d
1819,0.0,19,1,s05_p1,control,3.0,s05,d
1820,0.0,20,1,s05_p1,control,3.0,s05,d
1821,0.0,21,1,s05_p1,control,3.0,s05,d
1822,0.0,22,1,s05_p1,control,3.0,s05,d
1823,0.0,23,1,s05_p1,control,3.0,s05,d
1824,0.0,24,1,s05_p1,control,3.0,s05,d
1825,0.0,25,1,s05_p1,control,3.0,s05,d
1826,0.0,26,1,s05_p1,control,3.0,s05,d
1827,0.0,27,1,s05_p1,control,3.0,s05,d
1828,0.0,28,1,s05_p1,control,3.0,s05,d
1829,0.0,29,1,s05_p1,control,3.0,s05,d
1830,0.0,30,1,s05_p1,control,3.0,s05,d
1831,0.0,31,1,s05_p1,control,3.0,s05,d
1832,0.0,32,1,s05_p1,control,3.0,s05,d
1833,0.0,33,1,s05_p1,control,3.0,s05,d
1834,0.0,34,1,s05_p1,control,3.0,s05,d
1835,0.0,35,1,s05_p1,control,3.0,s05,d
1836,0.0,36,1,s05_p1,control,3.0,s05,d
1837,0.0,37,1,s05_p1,control,3.0,s05,d
1838,0.0,38,1,s05_p1,control,3.0,s05,d
1839,0.0,39,1,s05_p1,control,3.0,s05,d
1840,0.0,40,1,s05_p1,control,3.0,s05,d
1841,0.0,41,1,s05_p1,control,3.0,s05,d
1842,0.0,42,1,s05_p1,control,3.0,s05,d
1843,0.0,43,1,s05_p1,control,3.0,s05,d
1844,0.0,44,1,s05_p1,control,3.0,s05,d
1845,1.0,45,1,s05_p1,control,3.0,s05,d
1846,2.0,46,1,s05_p1,control,3.0,s05,d
1847,3.0,47,1,s05_p1,control,3.0,s05,d
1848,4.0,48,1,s05_p1,control,3.0,s05,d
1849,5.0,49,1,s05_p1,control,3.0,s05,d
1850,6.0,50,1,s05_p1,control,3.0,s05,d
1851,7.0,51,1,s05_p1,control,3.0,s05,d
1852,8.0,52,1,s05_p1,control,3.0,s05,d
1853,9.0,53,1,s05_p1,control,3.0,s05,d
1854,10.0,54,1,s05_p1,control,3.0,s05,d
1855,11.0,55,1,s05_p1,control,3.0,s05,d
1856,12.0,56,1,s05_p1,control,3.0,s05,d
1857,13.0,57,1,s05_p1,control,3.0,s05,d
1858,14.0,58,1,s05_p1,control,3.0,s05,d
1859,15.0,59,1,s05_p1,control,3.0,s05,d
1860,16.0,60,1,s05_p1,control,3.0,s05,d
1861,17.0,61,1,s05_p1,control,3.0,s05,d
1862,18.0,62,1,s05_p1,control,3.0,s05,d
1863,19.0,63,1,s05_p1,control,3.0,s05,d
1864,20.0,64,1,s05_p1,control,3.0,s05,d
1865,21.0,65,1,s05_p1,control,3.0,s05,d
1866,22.0,66,1,s05_p1,control,3.0,s05,d
1867,23.0,67,1,s05_p1,control,3.0,s05,d
1868,24.0,68,1,s05_p1,control,3.0,s05,d
1869,25.0,69,1,s05_p1,control,3.0,s05,d
1870,26.0,70,1,s05_p1,control,3.0,s05,d
1871,27.0,71,1,s05_p1,control,3.0,s05,d
1872,28.0,72,1,s05_p1,control,3.0,s05,d
1873,29.0,73,1,s05_p1,control,3.0,s05,d
1874,30.0,74,1,s05_p1,control,3.0,s05,d
1875,31.0,75,1,s05_p1,control,3.0,s05,d
1876,32.0,76,1,s05_p1,control,3.0,s05,d
1877,33.0,77,1,s05_p1,control,3.0,s05,d
1878,34.0,78,1,s05_p1,control,3.0,s05,d
1879,35.0,79,1,s05_p1,control,3.0,s05,d
1880,35.0,80,1,s05_p1,control,3.0,s05,d
1881,35.0,81,1,s05_p1,control,3.0,s05,d
1882,35.0,82,1,s05_p1,control,3.0,s05,d
1883,35.0,83,1,s05_p1,control,3.0,s05,d
1884,35.0,84,1,s05_p1,control,3.0,s05,d
1885,35.0,85,1,s05_p1,control,3.0,s05,d
1886,35.0,86,1,s05_p1,control,3.0,s05,d
1887,35.0,87,1,s05_p1,control,3.0,s05,d
1888,35.0,88,1,s05_p1,control,3.0,s05,d
1889,35.0,89,1,s05_p1,control,3.0,s05,d
1890,35.0,90,1,s05_p1,control,3.0,s05,d
1891,35.0,91,1,s05_p1,control,3.0,s05,d
1892,35.0,92,1,s05_p1,control,3.0,s05,d
1893,35.0,93,1,s05_p1,control,3.0,s05,d
1894,35.0,94,1,s05_p1,control,3.0,s05,d
1895,35.0,95,1,s05_p1,control,3.0,s05,d
1896,35.0,96,1,s05_p1,control,3.0,s05,d
1897,35.0,97,1,s05_p1,control,3.0,s05,d
1898,35.0,98,1,s05_p1,control,3.0,s05,d
1899,35.0,99,1,s05_p1,control,3.0,s05,d
1900,0.0,0,1,s06_p1,control,3.0,s06,d
1901,0.0,1,1,s06_p1,control,3.0,s06,d
1902,1.0,2,1,s06_p1,control,3.0,s06,d
1903,1.0,3,1,s06_p1,control,3.0,s06,d
1904,1.0,4,1,s06_p1,control,3.0,s06,d
1905,1.0,5,1,s06_p1,control,3.0,s06,d
1906,1.0,6,1,s06_p1,control,3.0,s06,d
1907,1.0,7,1,s06_p1,control,3.0,s06,d
1908,1.0,8,1,s06_p1,control,3.0,s06,d
1909,1.0,9,1,s06_p1,control,3.0,s06,d
1910,1.0,10,1,s06_p1,control,3.0,s06,d
1911,1.0,11,1,s06_p1,control,3.0,s06,d
1912,1.0,12,1,s06_p1,control,3.0,s06,d
1913,1.0,13,1,s06_p1,control,3.0,s06,d
1914,1.0,14,1,s06_p1,control,3.0,s06,d
1915,1.0,15,1,s06_p1,control,3.0,s06,d
1916,1.0,16,1,s06_p1,control,3.0,s06,d
1917,1.0,17,1,s06_p1,control,3.0,s06,d
1918,1.0,18,1,s06_p1,control,3.0,s06,d
1919,1.0,19,1,s06_p1,control,3.0,s06,d
1920,1.0,20,1,s06_p1,control,3.0,s06,d
1921,1.0,21,1,s06_p1,control,3.0,s06,d
1922,1.0,22,1,s06_p1,control,3.0,s06,d
1923,1.0,23,1,s06_p1,control,3.0,s06,d
1924,1.0,24,1,s06_p1,control,3.0,s06,d
1925,1.0,25,1,s06_p1,control,3.0,s06,d
1926,1.0,26,1,s06_p1,control,3.0,s06,d
1927,1.0,27,1,s06_p1,control,3.0,s06,d
1928,1.0,28,1,s06_p1,control,3.0,s06,d
1929,1.0,29,1,s06_p1,control,3.0,s06,d
1930,1.0,30,1,s06_p1,control,3.0,s06,d
1931,1.0,31,1,s06_p1,control,3.0,s06,d
1932,1.0,32,1,s06_p1,control,3.0,s06,d
1933,1.0,33,1,s06_p1,control,3.0,s06,d
1934,1.0,34,1,s06_p1,control,3.0,s06,d
1935,1.0,35,1,s06_p1,control,3.0,s06,d
1936,1.0,36,1,s06_p1,control,3.0,s06,d
1937,1.0,37,1,s06_p1,control,3.0,s06,d
1938,1.0,38,1,s06_p1,control,3.0,s06,d
1939,1.0,39,1,s06_p1,control,3.0,s06,d
1940,1.0,40,1,s06_p1,control,3.0,s06,d
1941,1.0,41,1,s06_p1,control,3.0,s06,d
1942,1.0,42,1,s06_p1,control,3.0,s06,d
1943,1.0,43,1,s06_p1,control,3.0,s06,d
1944,1.0,44,1,s06_p1,control,3.0,s06,d
1945,1.0,45,1,s06_p1,control,3.0,s06,d
1946,1.0,46,1,s06_p1,control,3.0,s06,d
1947,1.0,47,1,s06_p1,control,3.0,s06,d
1948,1.0,48,1,s06_p1,control,3.0,s06,d
1949,1.0,49,1,s06_p1,control,3.0,s06,d
1950,1.0,50,1,s06_p1,control,3.0,s06,d
1951,1.0,51,1,s06_p1,control,3.0,s06,d
1952,1.0,52,1,s06_p1,control,3.0,s06,d
1953,1.0,53,1,s06_p1,control,3.0,s06,d
1954,1.0,54,1,s06_p1,control,3.0,s06,d
1955,2.0,55,1,s06_p1,control,3.0,s06,d
1956,2.0,56,1,s06_p1,control,3.0,s06,d
1957,2.0,57,1,s06_p1,control,3.0,s06,d
1958,2.0,58,1,s06_p1,control,3.0,s06,d
1959,2.0,59,1,s06_p1,control,3.0,s06,d
1960,2.0,60,1,s06_p1,control,3.0,s06,d
1961,2.0,61,1,s06_p1,control,3.0,s06,d
1962,2.0,62,1,s06_p1,control,3.0,s06,d
1963,3.0,63,1,s06_p1,control,3.0,s06,d
1964,3.0,64,1,s06_p1,control,3.0,s06,d
1965,3.0,65,1,s06_p1,control,3.0,s06,d
1966,3.0,66,1,s06_p1,control,3.0,s06,d
1967,3.0,67,1,s06_p1,control,3.0,s06,d
1968,3.0,68,1,s06_p1,control,3.0,s06,d
1969,3.0,69,1,s06_p1,control,3.0,s06,d
1970,3.0,70,1,s06_p1,control,3.0,s06,d
1971,3.0,71,1,s06_p1,control,3.0,s06,d
1972,3.0,72,1,s06_p1,control,3.0,s06,d
1973,3.0,73,1,s06_p1,control,3.0,s06,d
1974,3.0,74,1,s06_p1,control,3.0,s06,d
1975,4.0,75,1,s06_p1,control,3.0,s06,d
1976,5.0,76,1,s06_p1,control,3.0,s06,d
1977,5.0,77,1,s06_p1,control,3.0,s06,d
1978,5.0,78,1,s06_p1,control,3.0,s06,d
1979,6.0,79,1,s06_p1,control,3.0,s06,d
1980,7.0,80,1,s06_p1,control,3.0,s06,d
1981,7.0,81,1,s06_p1,control,3.0,s06,d
1982,7.0,82,1,s06_p1,control,3.0,s06,d
1983,7.0,83,1,s06_p1,control,3.0,s06,d
1984,7.0,84,1,s06_p1,control,3.0,s06,d
1985,8.0,85,1,s06_p1,control,3.0,s06,d
1986,8.0,86,1,s06_p1,control,3.0,s06,d
1987,8.0,87,1,s06_p1,control,3.0,s06,d
1988,9.0,88,1,s06_p1,control,3.0,s06,d
1989,9.0,89,1,s06_p1,control,3.0,s06,d
1990,10.0,90,1,s06_p1,control,3.0,s06,d
1991,10.0,91,1,s06_p1,control,3.0,s06,d
1992,10.0,92,1,s06_p1,control,3.0,s06,d
1993,10.0,93,1,s06_p1,control,3.0,s06,d
1994,10.0,94,1,s06_p1,control,3.0,s06,d
1995,11.0,95,1,s06_p1,control,3.0,s06,d
1996,11.0,96,1,s06_p1,control,3.0,s06,d
1997,11.0,97,1,s06_p1,control,3.0,s06,d
1998,12.0,98,1,s06_p1,control,3.0,s06,d
1999,13.0,99,1,s06_p1,control,3.0,s06,d
2000,0.0,0,1,s07_p1,control,3.0,s07,d
2001,1.0,1,1,s07_p1,control,3.0,s07,d
2002,2.0,2,1,s07_p1,control,3.0,s07,d
2003,2.0,3,1,s07_p1,control,3.0,s07,d
2004,2.0,4,1,s07_p1,control,3.0,s07,d
2005,2.0,5,1,s07_p1,control,3.0,s07,d
2006,2.0,6,1,s07_p1,control,3.0,s07,d
2007,3.0,7,1,s07_p1,control,3.0,s07,d
2008,3.0,8,1,s07_p1,control,3.0,s07,d
2009,3.0,9,1,s07_p1,control,3.0,s07,d
2010,3.0,10,1,s07_p1,control,3.0,s07,d
2011,4.0,11,1,s07_p1,control,3.0,s07,d
2012,4.0,12,1,s07_p1,control,3.0,s07,d
2013,5.0,13,1,s07_p1,control,3.0,s07,d
2014,5.0,14,1,s07_p1,control,3.0,s07,d
2015,5.0,15,1,s07_p1,control,3.0,s07,d
2016,5.0,16,1,s07_p1,control,3.0,s07,d
2017,5.0,17,1,s07_p1,control,3.0,s07,d
2018,6.0,18,1,s07_p1,control,3.0,s07,d
2019,7.0,19,1,s07_p1,control,3.0,s07,d
2020,7.0,20,1,s07_p1,control,3.0,s07,d
2021,7.0,21,1,s07_p1,control,3.0,s07,d
2022,8.0,22,1,s07_p1,control,3.0,s07,d
2023,8.0,23,1,s07_p1,control,3.0,s07,d
2024,8.0,24,1,s07_p1,control,3.0,s07,d
2025,9.0,25,1,s07_p1,control,3.0,s07,d
2026,10.0,26,1,s07_p1,control,3.0,s07,d
2027,10.0,27,1,s07_p1,control,3.0,s07,d
2028,10.0,28,1,s07_p1,control,3.0,s07,d
2029,11.0,29,1,s07_p1,control,3.0,s07,d
2030,11.0,30,1,s07_p1,control,3.0,s07,d
2031,11.0,31,1,s07_p1,control,3.0,s07,d
2032,11.0,32,1,s07_p1,control,3.0,s07,d
2033,12.0,33,1,s07_p1,control,3.0,s07,d
2034,12.0,34,1,s07_p1,control,3.0,s07,d
2035,13.0,35,1,s07_p1,control,3.0,s07,d
2036,13.0,36,1,s07_p1,control,3.0,s07,d
2037,13.0,37,1,s07_p1,control,3.0,s07,d
2038,13.0,38,1,s07_p1,control,3.0,s07,d
2039,14.0,39,1,s07_p1,control,3.0,s07,d
2040,14.0,40,1,s07_p1,control,3.0,s07,d
2041,14.0,41,1,s07_p1,control,3.0,s07,d
2042,14.0,42,1,s07_p1,control,3.0,s07,d
2043,15.0,43,1,s07_p1,control,3.0,s07,d
2044,16.0,44,1,s07_p1,control,3.0,s07,d
2045,16.0,45,1,s07_p1,control,3.0,s07,d
2046,16.0,46,1,s07_p1,control,3.0,s07,d
2047,17.0,47,1,s07_p1,control,3.0,s07,d
2048,18.0,48,1,s07_p1,control,3.0,s07,d
2049,18.0,49,1,s07_p1,control,3.0,s07,d
2050,18.0,50,1,s07_p1,control,3.0,s07,d
2051,18.0,51,1,s07_p1,control,3.0,s07,d
2052,18.0,52,1,s07_p1,control,3.0,s07,d
2053,18.0,53,1,s07_p1,control,3.0,s07,d
2054,18.0,54,1,s07_p1,control,3.0,s07,d
2055,19.0,55,1,s07_p1,control,3.0,s07,d
2056,19.0,56,1,s07_p1,control,3.0,s07,d
2057,19.0,57,1,s07_p1,control,3.0,s07,d
2058,19.0,58,1,s07_p1,control,3.0,s07,d
2059,19.0,59,1,s07_p1,control,3.0,s07,d
2060,20.0,60,1,s07_p1,control,3.0,s07,d
2061,21.0,61,1,s07_p1,control,3.0,s07,d
2062,21.0,62,1,s07_p1,control,3.0,s07,d
2063,21.0,63,1,s07_p1,control,3.0,s07,d
2064,21.0,64,1,s07_p1,control,3.0,s07,d
2065,22.0,65,1,s07_p1,control,3.0,s07,d
2066,22.0,66,1,s07_p1,control,3.0,s07,d
2067,22.0,67,1,s07_p1,control,3.0,s07,d
2068,22.0,68,1,s07_p1,control,3.0,s07,d
2069,22.0,69,1,s07_p1,control,3.0,s07,d
2070,23.0,70,1,s07_p1,control,3.0,s07,d
2071,23.0,71,1,s07_p1,control,3.0,s07,d
2072,23.0,72,1,s07_p1,control,3.0,s07,d
2073,23.0,73,1,s07_p1,control,3.0,s07,d
2074,23.0,74,1,s07_p1,control,3.0,s07,d
2075,23.0,75,1,s07_p1,control,3.0,s07,d
2076,23.0,76,1,s07_p1,control,3.0,s07,d
2077,23.0,77,1,s07_p1,control,3.0,s07,d
2078,24.0,78,1,s07_p1,control,3.0,s07,d
2079,24.0,79,1,s07_p1,control,3.0,s07,d
2080,24.0,80,1,s07_p1,control,3.0,s07,d
2081,24.0,81,1,s07_p1,control,3.0,s07,d
2082,25.0,82,1,s07_p1,control,3.0,s07,d
2083,25.0,83,1,s07_p1,control,3.0,s07,d
2084,25.0,84,1,s07_p1,control,3.0,s07,d
2085,25.0,85,1,s07_p1,control,3.0,s07,d
2086,25.0,86,1,s07_p1,control,3.0,s07,d
2087,25.0,87,1,s07_p1,control,3.0,s07,d
2088,26.0,88,1,s07_p1,control,3.0,s07,d
2089,26.0,89,1,s07_p1,control,3.0,s07,d
2090,26.0,90,1,s07_p1,control,3.0,s07,d
2091,27.0,91,1,s07_p1,control,3.0,s07,d
2092,27.0,92,1,s07_p1,control,3.0,s07,d
2093,27.0,93,1,s07_p1,control,3.0,s07,d
2094,27.0,94,1,s07_p1,control,3.0,s07,d
2095,27.0,95,1,s07_p1,control,3.0,s07,d
2096,28.0,96,1,s07_p1,control,3.0,s07,d
2097,28.0,97,1,s07_p1,control,3.0,s07,d
2098,28.0,98,1,s07_p1,control,3.0,s07,d
2099,29.0,99,1,s07_p1,control,3.0,s07,d
2100,0.0,0,1,s08_p1,control,3.0,s08,d
2101,0.0,1,1,s08_p1,control,3.0,s08,d
2102,0.0,2,1,s08_p1,control,3.0,s08,d
2103,0.0,3,1,s08_p1,control,3.0,s08,d
2104,0.0,4,1,s08_p1,control,3.0,s08,d
2105,0.0,5,1,s08_p1,control,3.0,s08,d
2106,0.0,6,1,s08_p1,control,3.0,s08,d
2107,0.0,7,1,s08_p1,control,3.0,s08,d
2108,0.0,8,1,s08_p1,control,3.0,s08,d
2109,0.0,9,1,s08_p1,control,3.0,s08,d
2110,0.0,10,1,s08_p1,control,3.0,s08,d
2111,0.0,11,1,s08_p1,control,3.0,s08,d
2112,0.0,12,1,s08_p1,control,3.0,s08,d
2113,0.0,13,1,s08_p1,control,3.0,s08,d
2114,0.0,14,1,s08_p1,control,3.0,s08,d
2115,0.0,15,1,s08_p1,control,3.0,s08,d
2116,0.0,16,1,s08_p1,control,3.0,s08,d
2117,0.0,17,1,s08_p1,control,3.0,s08,d
2118,0.0,18,1,s08_p1,control,3.0,s08,d
2119,0.0,19,1,s08_p1,control,3.0,s08,d
2120,0.0,20,1,s08_p1,control,3.0,s08,d
2121,0.0,21,1,s08_p1,control,3.0,s08,d
2122,0.0,22,1,s08_p1,control,3.0,s08,d
2123,0.0,23,1,s08_p1,control,3.0,s08,d
2124,0.0,24,1,s08_p1,control,3.0,s08,d
2125,0.0,25,1,s08_p1,control,3.0,s08,d
2126,0.0,26,1,s08_p1,control,3.0,s08,d
2127,0.0,27,1,s08_p1,control,3.0,s08,d
2128,0.0,28,1,s08_p1,control,3.0,s08,d
2129,0.0,29,1,s08_p1,control,3.0,s08,d
2130,0.0,30,1,s08_p1,control,3.0,s08,d
2131,0.0,31,1,s08_p1,control,3.0,s08,d
2132,0.0,32,1,s08_p1,control,3.0,s08,d
2133,0.0,33,1,s08_p1,control,3.0,s08,d
2134,0.0,34,1,s08_p1,control,3.0,s08,d
2135,0.0,35,1,s08_p1,control,3.0,s08,d
2136,0.0,36,1,s08_p1,control,3.0,s08,d
2137,0.0,37,1,s08_p1,control,3.0,s08,d
2138,0.0,38,1,s08_p1,control,3.0,s08,d
2139,0.0,39,1,s08_p1,control,3.0,s08,d
2140,0.0,40,1,s08_p1,control,3.0,s08,d
2141,0.0,41,1,s08_p1,control,3.0,s08,d
2142,0.0,42,1,s08_p1,control,3.0,s08,d
2143,0.0,43,1,s08_p1,control,3.0,s08,d
2144,0.0,44,1,s08_p1,control,3.0,s08,d
2145,0.0,45,1,s08_p1,control,3.0,s08,d
2146,0.0,46,1,s08_p1,control,3.0,s08,d
2147,0.0,47,1,s08_p1,control,3.0,s08,d
2148,0.0,48,1,s08_p1,control,3.0,s08,d
2149,0.0,49,1,s08_p1,control,3.0,s08,d
2150,0.0,50,1,s08_p1,control,3.0,s08,d
2151,1.0,51,1,s08_p1,control,3.0,s08,d
2152,1.0,52,1,s08_p1,control,3.0,s08,d
2153,1.0,53,1,s08_p1,control,3.0,s08,d
2154,1.0,54,1,s08_p1,control,3.0,s08,d
2155,1.0,55,1,s08_p1,control,3.0,s08,d
2156,1.0,56,1,s08_p1,control,3.0,s08,d
2157,1.0,57,1,s08_p1,control,3.0,s08,d
2158,2.0,58,1,s08_p1,control,3.0,s08,d
2159,2.0,59,1,s08_p1,control,3.0,s08,d
2160,2.0,60,1,s08_p1,control,3.0,s08,d
2161,2.0,61,1,s08_p1,control,3.0,s08,d
2162,2.0,62,1,s08_p1,control,3.0,s08,d
2163,2.0,63,1,s08_p1,control,3.0,s08,d
2164,2.0,64,1,s08_p1,control,3.0,s08,d
2165,2.0,65,1,s08_p1,control,3.0,s08,d
2166,2.0,66,1,s08_p1,control,3.0,s08,d
2167,2.0,67,1,s08_p1,control,3.0,s08,d
2168,2.0,68,1,s08_p1,control,3.0,s08,d
2169,2.0,69,1,s08_p1,control,3.0,s08,d
2170,2.0,70,1,s08_p1,control,3.0,s08,d
2171,2.0,71,1,s08_p1,control,3.0,s08,d
2172,2.0,72,1,s08_p1,control,3.0,s08,d
2173,2.0,73,1,s08_p1,control,3.0,s08,d
2174,2.0,74,1,s08_p1,control,3.0,s08,d
2175,2.0,75,1,s08_p1,control,3.0,s08,d
2176,2.0,76,1,s08_p1,control,3.0,s08,d
2177,2.0,77,1,s08_p1,control,3.0,s08,d
2178,2.0,78,1,s08_p1,control,3.0,s08,d
2179,2.0,79,1,s08_p1,control,3.0,s08,d
2180,2.0,80,1,s08_p1,control,3.0,s08,d
2181,2.0,81,1,s08_p1,control,3.0,s08,d
2182,2.0,82,1,s08_p1,control,3.0,s08,d
2183,2.0,83,1,s08_p1,control,3.0,s08,d
2184,3.0,84,1,s08_p1,control,3.0,s08,d
2185,4.0,85,1,s08_p1,control,3.0,s08,d
2186,4.0,86,1,s08_p1,control,3.0,s08,d
2187,4.0,87,1,s08_p1,control,3.0,s08,d
2188,4.0,88,1,s08_p1,control,3.0,s08,d
2189,4.0,89,1,s08_p1,control,3.0,s08,d
2190,4.0,90,1,s08_p1,control,3.0,s08,d
2191,4.0,91,1,s08_p1,control,3.0,s08,d
2192,4.0,92,1,s08_p1,control,3.0,s08,d
2193,4.0,93,1,s08_p1,control,3.0,s08,d
2194,5.0,94,1,s08_p1,control,3.0,s08,d
2195,6.0,95,1,s08_p1,control,3.0,s08,d
2196,6.0,96,1,s08_p1,control,3.0,s08,d
2197,6.0,97,1,s08_p1,control,3.0,s08,d
2198,6.0,98,1,s08_p1,control,3.0,s08,d
2199,6.0,99,1,s08_p1,control,3.0,s08,d
2200,0.0,0,1,s09_p1,control,3.0,s09,d
2201,1.0,1,1,s09_p1,control,3.0,s09,d
2202,2.0,2,1,s09_p1,control,3.0,s09,d
2203,2.0,3,1,s09_p1,control,3.0,s09,d
2204,2.0,4,1,s09_p1,control,3.0,s09,d
2205,2.0,5,1,s09_p1,control,3.0,s09,d
2206,3.0,6,1,s09_p1,control,3.0,s09,d
2207,4.0,7,1,s09_p1,control,3.0,s09,d
2208,5.0,8,1,s09_p1,control,3.0,s09,d
2209,6.0,9,1,s09_p1,control,3.0,s09,d
2210,6.0,10,1,s09_p1,control,3.0,s09,d
2211,6.0,11,1,s09_p1,control,3.0,s09,d
2212,6.0,12,1,s09_p1,control,3.0,s09,d
2213,6.0,13,1,s09_p1,control,3.0,s09,d
2214,7.0,14,1,s09_p1,control,3.0,s09,d
2215,7.0,15,1,s09_p1,control,3.0,s09,d
2216,7.0,16,1,s09_p1,control,3.0,s09,d
2217,8.0,17,1,s09_p1,control,3.0,s09,d
2218,9.0,18,1,s09_p1,control,3.0,s09,d
2219,10.0,19,1,s09_p1,control,3.0,s09,d
2220,10.0,20,1,s09_p1,control,3.0,s09,d
2221,10.0,21,1,s09_p1,control,3.0,s09,d
2222,10.0,22,1,s09_p1,control,3.0,s09,d
2223,10.0,23,1,s09_p1,control,3.0,s09,d
2224,10.0,24,1,s09_p1,control,3.0,s09,d
2225,10.0,25,1,s09_p1,control,3.0,s09,d
2226,10.0,26,1,s09_p1,control,3.0,s09,d
2227,10.0,27,1,s09_p1,control,3.0,s09,d
2228,10.0,28,1,s09_p1,control,3.0,s09,d
2229,11.0,29,1,s09_p1,control,3.0,s09,d
2230,12.0,30,1,s09_p1,control,3.0,s09,d
2231,13.0,31,1,s09_p1,control,3.0,s09,d
2232,13.0,32,1,s09_p1,control,3.0,s09,d
2233,13.0,33,1,s09_p1,control,3.0,s09,d
2234,13.0,34,1,s09_p1,control,3.0,s09,d
2235,13.0,35,1,s09_p1,control,3.0,s09,d
2236,13.0,36,1,s09_p1,control,3.0,s09,d
2237,13.0,37,1,s09_p1,control,3.0,s09,d
2238,14.0,38,1,s09_p1,control,3.0,s09,d
2239,14.0,39,1,s09_p1,control,3.0,s09,d
2240,15.0,40,1,s09_p1,control,3.0,s09,d
2241,15.0,41,1,s09_p1,control,3.0,s09,d
2242,15.0,42,1,s09_p1,control,3.0,s09,d
2243,16.0,43,1,s09_p1,control,3.0,s09,d
2244,17.0,44,1,s09_p1,control,3.0,s09,d
2245,17.0,45,1,s09_p1,control,3.0,s09,d
2246,17.0,46,1,s09_p1,control,3.0,s09,d
2247,18.0,47,1,s09_p1,control,3.0,s09,d
2248,18.0,48,1,s09_p1,control,3.0,s09,d
2249,18.0,49,1,s09_p1,control,3.0,s09,d
