300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
3,1,3,1,2,1,1,1,3,1,3,1,2,1,2,1,3,1,3,1,3,1,1,1,1,1,2,1,3,1,2,1,3,1,1,1,3,1,2,1,2,1,3,1,3,1,2,1,1,1,3,1,3,1,2,1,3,1,1,1,3,1,2,1,2,1,3,1,2,1,2,1,3,1,1,1,2,1,3,1,1,1,3,1,3,1,2,1,2,1,3,1,2,1,1,1,3,1,1,1,1,1,3,1,2,1,3,1,2,1,3,1,2,1,1,1,2,1,3,1,2,1,3,1,3,1,3,1,2,1,2,1,3,1,3,1,3,1,3,1,1,1,1,1,3,1,2,1,3,1,3,1,2,1,2,1,1,1,3,1,3,1,1,1,2,1,3,1,2,1,2,1,3,1,1,1,1,1,1,1,3,1,3,1,3,1,2,1,2,1,3,1,2,1,3,1,1,1,3,1,2,1,2,1,2,1,3,1,1,1,3,1,1,1,3,1,3,1,3,1,3,1,2,1,1,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,3,1,3,1,2,1,1,1,1,1,3,1,3,1,2,1,2,1,1,1,3,1,3,1,1,1,2,1,3,1,2,1,3,1,3,1,3,1,3,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,1,3,1,3,1,2,1,2,1,3,1,3,1,2,1,1,1,1,1,3,1,2,1,3,1,3,1,1,1,3,1,3,1,2,1,2,1,3,1,3,1,3,1,2,1,1,1,3,1,2,1,1,1,3,1,2,1,2,1,2,1,2,1,3,1,2,1,1,1,3,1,2,1,3,1,2,1,2,1,2,1
60,90,60,90,30,90,90,90,60,90,60,90,30,90,30,90,60,90,60,90,60,90,90,90,90,90,30,90,60,90,30,90,60,90,90,90,60,90,30,90,30,90,60,90,60,90,30,90,90,90,60,90,60,90,30,90,60,90,90,90,60,90,30,90,30,90,60,90,30,90,30,90,60,90,90,90,30,90,60,90,90,90,60,90,60,90,30,90,30,90,60,90,30,90,90,90,60,90,90,90,90,90,60,90,30,90,60,90,30,90,60,90,30,90,90,90,30,90,60,90,30,90,60,90,60,90,60,90,30,90,30,90,60,90,60,90,60,90,60,90,90,90,90,90,60,90,30,90,60,90,60,90,30,90,30,90,90,90,60,90,60,90,90,90,30,90,60,90,30,90,30,90,60,90,90,90,90,90,90,90,60,90,60,90,60,90,30,90,30,90,60,90,30,90,60,90,90,90,60,90,30,90,30,90,30,90,60,90,90,90,60,90,90,90,60,90,60,90,60,90,60,90,30,90,90,90,30,90,30,90,60,90,60,90,60,90,60,90,60,90,30,90,30,90,30,90,60,90,30,90,30,90,30,90,30,90,30,90,60,90,60,90,30,90,90,90,90,90,60,90,60,90,30,90,30,90,90,90,60,90,60,90,90,90,30,90,60,90,30,90,60,90,60,90,60,90,60,90,60,90,60,90,30,90,90,90,90,90,90,90,90,90,60,90,60,90,90,90,30,90,60,90,60,90,30,90,30,90,60,90,60,90,30,90,90,90,90,90,60,90,30,90,60,90,60,90,90,90,60,90,60,90,30,90,30,90,60,90,60,90,60,90,30,90,90,90,60,90,30,90,90,90,60,90,30,90,30,90,30,90,30,90,60,90,30,90,90,90,60,90,30,90,60,90,30,90,30,90,30,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.80898,5.144548,4.404901,6.848735,3.886148,4.043073,4.484919,4.45593,3.75721,3.416415,4.371917,3.625273,3.63027,3.513382,4.163016,3.515325,3.933152,8.008239,3.508418,3.61635,3.917133,3.480342,3.74925,3.503332,4.340932,3.331407,3.925213,3.5683,3.933181,3.427356,3.732221,3.468348,3.885149,3.440419,4.09305,3.279495,3.237495,3.515357,3.460405,6.887772,5.413419,3.579294,3.556306,3.313508,3.293431,3.600285,4.828698,3.443396,3.012565,3.392384,5.30847,7.617368,3.741217,6.20804,3.908242,3.796192,3.684237,3.513379,3.886148,3.344408,4.820702,3.467348,3.446358,3.369395,3.652259,3.05259,3.97316,7.375544,3.653259,3.200587,3.9412,3.811184,3.445358,4.176082,3.349405,3.593288,3.222465,3.555305,3.708286,3.492336,5.003614,3.202529,3.547377,3.523321,3.325416,3.299428,4.612885,3.619335,5.748391,3.427367,3.765243,3.407377,4.652781,3.185483,3.638267,3.170488,3.444402,2.883622,3.469347,3.089528,3.452355,2.968586,4.717809,3.575297,3.493336,7.235549,3.398381,3.369395,4.149023,3.675249,3.621352,3.594342,3.510327,3.379382,3.58829,3.233513,3.508368,3.261483,3.747214,3.603277,3.717229,3.779198,3.956153,3.187555,3.909139,3.223464,4.86872,3.161494,3.69224,3.403373,3.86116,3.842209,3.435364,3.017562,3.668288,3.328414,3.645263,3.256524,3.910136,3.528319,3.621277,3.161494,3.708272,3.28947,3.48434,3.23346,3.444359,3.107519,3.309423,3.152498,3.597287,3.331411,3.300427,2.992575,3.278438,3.313421,3.884149,2.993592,3.389439,2.834649,3.348404,3.627312,3.581293,3.384388,3.477343,3.442358,3.381388,3.356401,3.348406,3.547345,3.196477,3.128552,3.197476,3.458407,3.422369,3.360399,3.380389,3.025559,3.444358,3.0017,3.644263,3.147497,3.949118,3.455354,3.669252,6.953685,3.700237,3.179484,3.564339,3.50533,3.404455,2.841674,3.58829,3.499332,3.701237,3.152499,3.846167,3.106517,3.661255,3.160494,5.335457,4.235111,3.221465,3.345406,3.373393,3.410471,3.317419,3.506327,3.229461,6.721795,3.693238,3.731216,3.308481,3.283436,3.316497,3.194478,3.540313,3.178486,3.220466,2.986568,3.69324,3.380389,3.580331,2.95659,3.364396,3.012602,3.261446,3.555438,3.08453,3.508328,3.380389,3.170489,3.460351,2.978581,3.548309,3.154532,3.372393,3.453356,3.332412,3.595287,3.173531,7.803366,3.853164,3.265445,3.693277,2.905616,3.397381,3.028556,3.124511,2.922608,3.08553,3.458352,3.141579,3.041607,3.157496,3.10552,3.333411,3.322417,3.364397,3.642319,3.220572,3.652259,2.885664,6.362061,3.509328,3.418371,3.492336,3.658295,3.493335,3.115515,5.068623,2.87563,3.469379,2.810653,3.343404,2.673782,3.868267,3.122512,3.660331,3.514325,3.405378,3.017562,3.269444,3.122552,3.396381,2.9386,3.910136,3.505438,3.268443,3.323508,3.476438,3.306443,3.293486,3.401415,3.244454,3.579294,3.364397,3.099576,3.340408,3.243455,3.204473,3.585291,3.270442,3.476344,3.40338,3.50633,3.277438,3.187553,3.253488,3.71423,3.38139,3.073536,3.308424,3.010566,3.380425,3.059542,3.285434,7.169581,3.396417,2.970585,3.365394,2.867634,3.476396,3.122568,3.444358,2.899619,3.372491,3.348405,2.94965,3.187482,3.365396,3.209471,3.444395,2.980672,3.165492,3.073536,4.996618,2.922642,3.676302,2.914611,3.644264,3.05953,4.006092,2.820656,3.260482,3.122511,3.445394,3.411374,3.244454,2.83465,3.444359,2.954592,3.237458,3.579294,3.150499,3.499333,3.533316,3.450356,3.260447,2.988576,3.46235,2.882627,3.196477,2.87463,5.18053,2.930643,3.684316,2.987576,3.316488,2.810662,3.340408,2.715708,3.276439,2.889624,3.836171,2.819657,3.388434,3.115515,3.444359,2.978581,3.412504,3.204472,3.485339,2.794668,3.052602,3.32347,3.381389,3.08153,3.124511,3.115515,3.685282,3.370524,3.228462,3.660255,3.221465,2.795668,3.17263,3.188481,3.268442,3.067538
0,1,1,2,2,2,2,3,3,4,4,5,5,6,6,6,6,7,7,8,8,9,9,10,10,10,10,11,11,11,11,11,11,12,12,13,13,13,13,14,14,14,14,15,15,16,16,16,16,17,17,18,18,19,19,19,19,20,20,21,21,21,21,22,22,22,22,23,23,24,24,24,24,25,25,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,28,28,29,29,29,29,29,29,30,30,31,31,32,32,32,32,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,35,35,36,36,36,36,37,37,38,38,39,39,40,40,41,41,42,42,43,43,44,44,44,44,45,45,45,45,46,46,47,47,48,48,48,48,48,48,49,49,49,49,49,49,49,49,50,50,50,50,51,51,52,52,53,53,53,53,54,54,55,55,55,55,56,56,57,57,57,57,58,58,58,58,59,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,8,8,8,9,9,9,9,10,10,11,11,11,11,11,11,11,11,12,12,13,13,14,14,15,15,15,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,18,18,19,19,20,20,21,21,21,21,22,22,22,22,23,23,24,24,25,25,26,26,26,26,27,27,27,27,28,28,28,28,29,29,30,30,31,31,31,31,32,32,33,33,33,33,34,34,34,34,34,34,34,34,35,35,35,35,36,36,37,37,38,38,38,38,38,38,38,38,39,39,40,40,41,41,41,41,42,42,42,42,42,42,43,43,44,44,45,45,46,46,47,47,48,48,49,49,49,49,49,49,50,50,50,50,51,51,51,51,52,52,52,52,53,53,53,53,53,53,53,53,53
0,0,0,0,1,1,2,2,3,3,3,3,4,4,5,5,5,5,5,5,6,6,7,7,8,8,9,9,9,9,10,10,11,11,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,26,26,27,27,28,28,29,29,29,29,30,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,38,38,39,39,40,40,41,41,42,42,42,42,43,43,44,44,45,45,46,46,47,47,48,48,48,48,49,49,50,50,51,51,52,52,53,53,54,54,55,55,55,55,56,56,57,57,58,58,59,59,60,60,60,60,61,61,62,62,63,63,64,64,65,65,66,66,66,66,67,67,67,67,68,68,69,69,70,70,71,71,72,72,73,73,74,74,75,75,76,76,77,77,78,78,79,79,80,80,81,81,81,81,82,82,82,82,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15,15,16,16,17,17,18,18,19,19,19,19,20,20,21,21,22,22,23,23,24,24,25,25,25,25,26,26,27,27,28,28,29,29,30,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,39,39,40,40,40,40,41,41,42,42,43,43,44,44,45,45,46,46,47,47,48,48,49,49,50,50,51,51,52,52,53,53,54,54,55,55,56,56,57,57,58,58,58,58,59,59,60,60,61,61,62,62,63,63,64,64,65,65,66,66,67,67,68,68,68,68,69,69,70,70,71,71,72,72,73,73,74,74,75,75,76,76,77,77,78,78,79,79,79,79,80,80,81,81,82,82,83,83,84,84,85,85,86,86,87,87,88,88,89,89,90,90,91,91,91,91
