SessionNum,m01,,,,,,,
SessionDate,Not on file,,,,,,,
Player1ID,m01a,,,,,,,
Player2ID,m01b,,,,,,,
TesterName,Not on file,,,,,,,
CoderName,Mya Haas,,,,,,,
VideoFileName,m01b,,,,,,,
LSLFileName,m01.xdf,,,,,,,
Game Number,Trial Number,Player,Arm,Probability,Outcome,Time ,Comment1,Comment2
2,33,1,3,,1,15:17.850,,
2,34,2,2,,1,15:20.598,,
2,35,1,2,,0,15:23.413,,
2,36,2,2,,1,15:26.261,,
2,37,1,1,,1,15:29.042,,
2,38,2,2,,1,15:31.924,,
2,39,1,3,,1,15:35.577,,
2,40,2,2,,1,15:38.459,15:39.766,
2,41,1,3,,1,15:42.648,,
2,42,2,2,,1,15:45.965,,
2,43,1,1,,0,15:49.216,,
2,44,2,3,,0,15:52.433,,
2,45,1,3,,1,15:55.382,,
2,46,2,2,,0,15:58.129,,
2,47,1,2,,0,16:01.179,,
2,48,2,2,,1,16:04.530,,
2,49,1,3,,1,16:07.144,,
2,50,2,2,,1,16:10.294,16:11.567,
2,51,1,3,,1,16:13.008,,
2,52,2,2,,1,16:15.823,,
2,53,1,1,,1,16:18.604,,
2,54,2,2,,0,16:21.453,,
2,55,1,3,,1,16:24.368,,
2,56,2,1,,0,16:27.350,,
2,57,1,2,,0,16:30.098,,
2,58,2,1,,1,16:32.813,,
2,59,1,3,,1,16:35.426,,
2,60,2,2,,1,16:38.107,16:39.347,
2,61,1,3,,1,16:40.721,,
2,62,2,2,,1,16:43.603,,
2,63,1,3,,1,16:46.250,,
2,64,2,1,,0,16:49.065,,
2,65,1,3,,1,16:51.712,,
2,66,2,1,,0,16:54.360,,
2,67,1,3,,1,16:57.151,,
2,68,2,1,,1,17:00.291,,
2,69,1,3,,1,17:03.274,,
2,70,2,2,,1,17:06.021,17:07.362,
2,71,1,3,,1,17:08.669,,
2,72,2,3,,1,17:11.517,,
2,73,1,2,,0,17:14.433,,
2,74,2,2,,1,17:17.817,,
2,75,1,3,,1,17:20.498,,
2,76,2,3,,1,17:23.413,,
2,77,1,3,,1,17:26.195,,
2,78,2,3,,1,17:29.077,,
2,79,1,3,,1,17:31.824,,
2,80,2,3,,0,17:34.673,17:35.980,
2,81,1,3,,1,17:37.923,,
2,82,2,3,,0,17:40.805,,
2,83,1,3,,1,17:43.453,,
2,84,2,3,,1,17:46.535,,
2,85,1,3,,1,17:49.719,,
2,86,2,1,,1,17:52.534,,
2,87,1,3,,1,17:55.382,,
2,88,2,1,,0,17:58.867,,
2,89,1,3,,1,18:01.615,,
2,90,2,1,,1,18:04.531,18:05.871,
2,91,1,3,,1,18:07.580,,
2,92,2,1,,0,18:10.294,,
2,93,1,3,,1,18:13.210,,
2,94,2,1,,0,18:15.991,,
2,95,1,3,,1,18:19.409,,
2,96,2,1,,1,18:22.459,,Can't see outcome (31 -> 32)
2,97,1,3,,1,18:25.240,,
2,98,2,2,,1,18:28.222,,
2,99,1,3,,1,18:31.305,,
2,100,2,2,,1,18:34.221,18:35.461,
2,101,1,3,,0,18:36.935,,
2,102,2,3,,0,18:40.320,,
2,103,1,3,,1,18:43.001,,
2,104,2,3,,0,18:46.050,,
2,105,1,3,,1,18:48.798,,
2,106,2,3,,0,18:52.082,,
2,107,1,3,,1,18:55.232,,
2,108,2,3,,0,18:58.650,,
2,109,1,3,,1,19:01.632,,
2,110,2,3,,0,19:04.883,19:06.290,
2,111,1,3,,1,19:08.368,,
2,112,2,3,,0,19:12.389,,
2,113,1,3,,1,19:15.405,,
2,114,2,3,,1,19:19.024,,
2,115,1,3,,1,19:22.308,,
2,116,2,3,,1,19:25.994,,
2,117,1,3,,1,19:28.977,,
2,118,2,3,,0,19:32.965,,
2,119,1,3,,1,19:36.014,,
2,120,2,3,,0,19:39.935,19:41.309,
2,121,1,3,,1,19:43.889,,
2,122,2,3,,0,19:48.078,,
2,123,1,3,,1,19:51.395,,
2,124,2,3,,1,19:55.416,,
2,125,1,3,,1,19:59.136,,
2,126,2,2,,1,20:02.487,,
2,127,1,3,,1,20:05.269,,
2,128,2,2,,1,20:08.385,,
2,129,1,3,,1,20:10.965,,
2,130,2,2,,1,20:13.546,20:14.819,
2,131,1,3,,1,20:16.193,,
2,132,2,2,,1,20:18.840,,
2,133,1,3,,1,20:21.488,,
2,134,2,2,,1,20:24.638,,
2,135,1,3,,0,20:27.519,,
2,136,2,2,,1,20:30.468,,
2,137,1,3,,1,20:33.484,,
2,138,2,2,,1,20:36.768,,
2,139,1,3,,1,20:39.583,,
2,140,2,2,,1,20:42.499,20:43.873,
2,141,1,3,,1,20:45.950,,
2,142,2,2,,1,20:49.134,,
2,143,1,3,,1,20:52.016,,
2,144,2,2,,1,20:55.132,,
2,145,1,3,,1,20:58.483,,
2,146,2,2,,1,21:01.432,,
2,147,1,3,,1,21:04.381,,
2,148,2,2,,1,21:07.430,,
2,149,1,3,,1,21:11.251,,
2,150,2,2,,1,21:14.367,21:15.707,
2,151,1,3,,1,21:17.349,,
2,152,2,2,,1,21:20.600,,
2,153,1,3,,1,21:24.018,,
2,154,2,2,,1,21:27.168,,
2,155,1,3,,1,21:30.418,,
2,156,2,2,,1,21:33.200,,
2,157,1,3,,1,21:36.517,,
2,158,2,2,,1,21:39.500,,
2,159,1,3,,0,21:42.516,,
2,160,2,2,,1,21:45.733,21:47.006,
2,161,1,3,,1,21:48.648,,
2,162,2,2,,1,21:51.396,,
2,163,1,3,,0,21:54.378,,
2,164,2,2,,1,21:57.428,,
2,165,1,3,,1,22:00.578,,
2,166,2,2,,1,22:03.627,,
2,167,1,2,,1,22:06.744,,
2,168,2,3,,1,22:09.961,,
2,169,1,2,,1,22:12.675,,
2,170,2,3,,0,22:15.456,22:16.730,
2,171,1,2,,1,22:18.338,,
2,172,2,3,,1,22:21.321,,
2,173,1,3,,1,22:24.370,,
2,174,2,3,,0,22:27.152,,
2,175,1,3,,1,22:30.704,,
2,176,2,1,,1,22:33.418,,
2,177,1,3,,1,22:36.903,,
2,178,2,1,,1,22:39.684,,
2,179,1,3,,0,22:42.801,,
2,180,2,1,,1,22:45.582,22:46.923,
2,181,1,2,,1,22:48.498,,
2,182,2,1,,1,22:51.179,,
2,183,1,3,,0,22:54.664,,
2,184,2,3,,0,22:57.479,,
2,185,1,3,,1,23:00.461,,Can't see outcome (74 -> 75)
2,186,2,3,,0,23:03.644,,Can't see outcome (64 -> 64)
2,187,1,2,,0,23:08.269,,
2,188,2,3,,0,23:11.620,,
2,189,1,3,,1,23:14.636,,
2,190,2,3,,0,23:18.054,23:19.327,
2,191,1,3,,0,23:20.902,,
2,192,2,2,,1,23:25.024,,
2,193,1,2,,0,23:28.040,,
2,194,2,2,,1,23:30.721,,
2,195,1,3,,1,23:33.536,,
2,196,2,2,,1,23:36.116,,
2,197,1,3,,1,23:39.434,,
2,198,2,2,,1,23:42.416,,
2,199,1,3,,1,23:45.935,,
2,200,2,2,,1,23:49.219,23:50.559,
