SessionNum,m03,,,,,,,
SessionDate,2019_10_18,,,,,,,
Player1ID,did not find session info in the google doc,,,,,,,
Player2ID,,,,,,,,
TesterName,,,,,,,,
CoderName,Kexin Quan,,,,,,,
VideoFileName,m03b,,,,,,,
LSLFileName,m03.xdf,,,,,,,
Game Number,Trial Number,Player,Arm,Probability,Outcome,Time,Comment1,Comment2
2,86,2,3,,1,17:27.703,,
2,87,1,1,,1,17:30.685,,
2,88,2,2,,1,17:33.198,,
2,89,1,2,,0,17:36.080,,
2,90,2,3,,0,17:39.297,17:40.504,
2,91,1,3,,1,17:42.213,,
2,92,2,1,,0,17:44.927,,
2,93,1,3,,1,17:47.775,,
2,94,2,2,,1,17:50.523,,
2,95,1,2,,1,17:53.405,,
2,96,2,1,,0,17:56.287,,
2,97,1,3,,0,17:59.269,,
2,98,2,3,,1,18:01.783,,
2,99,1,2,,1,18:04.464,,
2,100,2,1,,1,18:06.876,18:08.150,
2,101,1,1,,1,18:09.725,,
2,102,2,1,,0,18:12.439,,
2,103,1,3,,0,18:15.354,,
2,104,2,1,,1,18:17.901,,
2,105,1,2,,0,18:20.783,,
2,106,2,1,,0,18:23.196,,
2,107,1,3,,1,18:25.877,,
2,108,2,2,,0,18:28.524,,
2,109,1,3,,1,18:31.305,,
2,110,2,2,,1,18:33.085,18:35.025,
2,111,1,1,,1,18:36.634,,
2,112,2,1,,0,18:39.180,,
2,113,1,2,,1,18:41.995,,
2,114,2,1,,0,18:44.408,,
2,115,1,3,,1,18:47.223,,
2,116,2,1,,0,18:49.904,,
2,117,1,3,,0,18:52.752,,
2,118,2,2,,1,18:55.265,,
2,119,1,2,,0,18:58.147,,
2,120,2,3,,1,19:00.560,19:01.733,
2,121,1,3,,1,19:03.308,,
2,122,2,2,,1,19:05.989,,
2,123,1,3,,0,19:08.804,,
2,124,2,1,,1,19:11.283,,
2,125,1,2,,0,19:14.266,,
2,126,2,1,,0,19:16.980,,
2,127,1,1,,1,19:19.929,,
2,128,2,1,,0,19:23.079,,
2,129,1,3,,1,19:25.827,,
2,130,2,3,,1,19:28.843,19:30.150,
2,131,1,2,,0,19:31.658,,
2,132,2,3,,0,19:34.171,,
2,133,1,3,,1,19:36.919,,
2,134,2,1,,0,19:39.264,,
2,135,1,2,,0,19:42.146,,
2,136,2,2,,1,19:44.559,,
2,137,1,3,,1,19:47.240,,
2,138,2,1,,0,19:49.854,,
2,139,1,1,,1,19:52.702,,
2,140,2,1,,0,19:55.416,19:56.623,
2,141,1,1,,1,19:58.365,,
2,142,2,2,,1,20:01.080,,
2,143,1,2,,1,20:04.230,,
2,144,2,3,,1,20:06.978,,
2,145,1,3,,1,20:09.792,,
2,146,2,2,,1,20:12.741,,
2,147,1,2,,0,20:15.556,,
2,148,2,1,,0,20:18.170,,
2,149,1,1,,1,20:20.985,,
2,150,2,3,,0,20:23.666,20:24.872,
2,151,1,3,,0,20:26.548,,
2,152,2,2,,1,20:29.161,,
2,153,1,3,,1,20:31.976,,
2,154,2,1,,1,20:34.523,,
2,155,1,2,,0,20:37.472,,
2,156,2,1,,0,20:40.019,,
2,157,1,1,,1,20:42.599,,
2,158,2,3,,1,20:45.045,,
2,159,1,3,,0,20:47.793,,
2,160,2,1,,1,20:50.340,20:51.546,
2,161,1,2,,0,20.53.255,,
2,162,2,2,,1,20:55.702,,
2,163,1,3,,1,20:58.316,,
2,164,2,1,,0,21:00.896,,
2,165,1,1,,1,21:03.476,,
2,166,2,2,,1,21:06.224,,
2,167,1,3,,1,21:08.972,,
2,168,2,1,,0,21:11.586,,
2,169,1,3,,0,21:14.367,,
2,170,2,2,,1,21:16.981,21:18.154,
2,171,1,3,,1,21:19.729,,
2,172,2,1,,0,21:22.242,,
2,173,1,3,,0,21:25.157,,
2,174,2,2,,1,21:27.704,,
2,175,1,2,,0,21:30.351,,
2,176,2,3,,1,21:32.865,,
2,177,1,3,,1,21:35.512,,
2,178,2,1,,0,21:37.958,,
2,179,1,3,,0,21:40.673,,
2,180,2,1,,0,21:43.421,21:44.593,
2,181,1,2,,0,21:46.135,,
2,182,2,2,,0,21:48.682,,
2,183,1,2,,0,21:51.463,,
2,184,2,3,,1,21:54.010,,
2,185,1,1,,1,21:56.925,,
2,186,2,2,,0,21:59.405,,
2,187,1,3,,1,22:02.253,,
2,188,2,3,,1,22:04.867,,
2,189,1,1,,1,22:07.783,,
2,190,2,2,,1,22:10.329,22:11.536,
2,191,1,2,,0,22:12.977,,
2,192,2,1,,0,22:15.591,,
2,193,1,3,,0,22:18.472,,
2,194,2,3,,1,22:20.818,,
2,195,1,2,,0,22:23.599,,
2,196,2,1,,0,22:26.012,,
2,197,1,1,,1,22.28.660,,
2,198,2,2,,1,22:30.838,,
2,199,1,3,,1,22:33.586,,
2,200,2,1,,0,22:35.864,22:37.071,
